LOGPcons,MACCSFP125,PCR,Psi_e_A,P_VSA_ppp_D,Mp,SpMin1_Bh(p),SHED_AL,SM12_AEA(ri),P_VSA_s_3,MATS5m,Actividad
3.352,0,1.2319,7.8214,85.3667,0.6176,2.0191,8.2617,2.7787,15.8582,-0.0258,Act1
4.7162,0,1.0795,7.8,85.3667,0.5949,1.9847,15.7704,2.8741,45.2737,-0.0636,Act-1
3.4282,0,1.1623,7.6149,60.6941,0.6119,2.0531,12.4725,3.1502,54.1552,0.0503,Act1
2.7072,0,1.037,8.0667,42.6833,0.5769,1.9507,7.0,1.7938,16.1171,0.0087,Act-1
7.1611,0,1.0256,7.7374,0.0,0.5875,1.9699,11.6768,2.8211,76.3803,0.0737,Act-1
3.0685,0,1.1066,7.9744,0.0,0.5982,1.965,10.0,1.931,24.4564,0.0047,Act1
6.1744,0,1.088,7.5833,42.6833,0.5899,1.9828,17.0,2.3092,36.3933,0.0001,Act-1
3.1099,0,1.1344,7.5794,18.0108,0.6055,2.0435,11.4525,3.0584,41.1494,-0.0334,Act1
3.8288,0,1.1993,7.7698,60.6941,0.6097,2.0162,13.0683,2.9088,32.9811,0.0141,Act1
6.5291,0,1.427,7.5694,0.0,0.6182,1.9742,18.8199,2.7015,32.06,-0.0271,Act-1
3.8235,0,1.1876,7.6402,118.2639,0.6018,2.0509,13.4543,3.2437,29.1819,0.1098,Act-1
-5.203,1,1.1807,8.4304,563.0336,0.6152,2.0355,11.8289,3.9187,145.0786,0.0706,Act-1
2.7472,0,1.0271,7.9744,20.1582,0.5802,1.9701,9.7205,1.8777,24.9809,0.0052,Act1
3.4783,0,1.0298,7.8889,42.6833,0.5788,1.9677,9.0,1.8745,21.1861,0.0071,Act1
6.9804,0,1.0567,7.4489,0.0,0.6149,2.1349,12.6901,3.4678,56.0629,0.0044,Act-1
7.2443,0,1.0555,7.4479,0.0,0.6138,2.1444,12.533,3.6068,56.0629,0.0199,Act1
6.9804,0,1.0567,7.4489,0.0,0.6149,2.1349,12.6901,3.4678,56.0629,0.0044,Act1
8.0054,1,1.3536,7.8232,0.0,0.6444,2.0741,13.8092,3.7899,95.292,0.0737,Act-1
7.4821,1,1.2832,7.8191,0.0,0.6369,2.0761,16.2606,3.7697,93.3545,0.052,Act1
7.1233,0,1.0,7.254,42.6833,0.5785,2.0083,10.5988,1.9033,40.5525,0.0001,Act-1
6.9313,0,1.0239,7.6714,18.0108,0.5918,2.0523,14.0701,3.1363,57.4697,0.0155,Act-1
9.3051,0,1.015,7.439,0.0,0.6194,1.9781,13.2775,2.7832,75.2114,-0.1073,Act1
8.3524,1,1.2558,7.5901,0.0,0.6415,2.0804,18.1289,3.9915,87.6076,0.0267,Act-1
4.5983,0,1.1545,7.2569,0.0,0.5986,2.0736,12.8103,3.1823,39.3925,0.0197,Act1
6.2582,1,1.354,7.2197,0.0,0.6261,2.1684,9.622,3.0556,32.597,0.0002,Act-1
5.1088,0,1.159,7.1812,0.0,0.6008,2.0931,10.6988,3.0775,35.2768,-0.0417,Act1
5.8403,0,1.0171,7.4737,0.0,0.5821,1.9868,12.4686,1.9956,37.6057,-0.1245,Act1
7.017,0,1.0172,7.695,0.0,0.591,2.038,17.3726,3.096,91.0943,0.1097,Act-1
6.2538,0,1.1759,7.1746,0.0,0.6023,2.0849,11.8965,2.7084,35.7057,0.0197,Act1
19.5706,0,1.7243,7.3794,0.0,0.6145,2.0697,10.5063,3.907,120.9723,-0.0887,Act1
6.5611,0,1.0152,7.4286,0.0,0.5826,1.9913,14.4417,1.9963,42.6748,-0.1082,Act-1
10.7673,0,1.3455,7.3706,0.0,0.6097,2.0646,14.2118,3.2301,67.6131,-0.0297,Act1
7.0544,0,1.1677,8.024,60.6941,0.6259,2.0943,17.4548,3.3903,57.9141,0.0758,Act1
6.373,0,1.0096,7.6768,103.3774,0.6061,2.0172,18.1414,3.1999,89.3083,0.0926,Act-1
8.5424,1,1.3065,7.6076,0.0,0.6222,2.0856,17.3578,3.9477,96.0321,-0.0029,Act-1
7.4435,0,1.0886,7.8111,85.3667,0.6106,2.1405,16.8919,4.012,70.8578,-0.0332,Act-1
4.228,0,1.0624,8.0115,128.05,0.5918,1.9911,17.5967,2.8437,54.4585,0.0677,Act-1
4.7971,0,1.0,7.1,0.0,0.5744,2.0564,15.0,1.9616,37.5891,-0.001,Act-1
6.1663,0,1.1462,7.1603,0.0,0.5991,2.0931,13.445,3.0775,42.8804,-0.0353,Act-1
6.1674,1,1.2099,7.3108,0.0,0.6075,2.089,18.3108,3.5271,54.2344,0.065,Act-1
1.5977,0,1.0254,8.1237,293.6843,0.5882,2.0286,8.4068,3.1937,84.4686,0.0682,Act1
5.4504,0,1.0123,7.68,85.3667,0.5792,1.9944,18.376,2.2846,52.3362,0.048,Act1
6.0286,0,1.0136,7.5507,42.6833,0.5808,1.9943,18.5109,1.9658,52.3362,0.0051,Act-1
5.6895,0,1.0927,7.7708,146.0608,0.5952,2.0027,11.5729,3.1425,61.999,0.0678,Act1
10.0335,0,1.0,7.1724,42.6833,0.5809,2.0027,12.9802,1.9532,65.8978,0.0003,Act1
7.9284,0,1.0,7.2174,42.6833,0.5792,1.9989,17.9498,1.9258,50.6906,0.0005,Act-1
7.9668,1,1.1574,7.7006,18.0108,0.609,2.0949,12.4289,3.8023,101.5128,0.0677,Act-1
6.4995,0,1.0,7.2632,42.6833,0.5776,1.9943,17.0,1.8916,40.5525,0.0008,Act-1
5.775,0,1.0,7.2941,42.6833,0.5764,1.9909,15.0,1.8649,35.4834,0.001,Act-1
8.004,0,1.2369,7.4943,0.0,0.6152,2.0462,16.8911,3.108,63.2675,0.0648,Act-1
4.0158,0,1.0112,7.6039,0.0,0.5893,2.038,17.3982,3.096,46.7739,0.048,Act1
3.218,0,1.0136,7.5942,96.7156,0.5747,1.9883,9.6975,1.9748,38.8894,0.0019,Act1
3.3535,0,1.0468,8.2042,0.0,0.6,1.9815,13.616,2.7313,38.0287,0.0553,Act-1
4.1464,0,1.0,7.4375,42.6833,0.5724,1.9811,13.289,1.8478,34.5301,-0.0067,Act1
2.9526,0,1.0,7.575,42.6833,0.5701,1.9813,7.3404,1.9754,108.0082,0.0376,Act1
3.7098,0,1.0385,8.0833,0.0,0.5948,1.9811,12.1842,1.9437,29.9377,-0.0036,Act1
4.7639,0,1.0,7.386,42.6833,0.5943,1.9774,14.2705,1.8916,68.549,-0.0031,Act1
5.2226,0,1.1868,7.7523,117.3762,0.6447,1.9866,0.0,3.0441,33.4036,0.0241,Act1
6.9265,1,1.4265,7.6146,16.7855,0.6393,2.0244,6.1869,3.69,54.6929,0.1055,Act1
1.3368,0,1.1127,8.5093,36.0215,0.6073,1.9849,8.2617,3.0508,34.6211,0.1615,Act-1
5.217,1,1.4976,7.8333,50.9079,0.6466,2.061,16.1487,3.8121,65.1273,-0.0047,Act-1
3.8655,1,1.3317,7.7348,0.0,0.6508,2.01,11.1854,3.5841,35.5943,0.082,Act1
-0.6918,0,1.0337,8.8085,154.0789,0.6172,1.9663,7.2108,3.4495,14.3495,0.0965,Act-1
3.5702,0,1.1669,8.1019,60.6941,0.6403,2.017,10.4313,3.3116,44.5169,0.0531,Act1
3.18,0,1.1852,7.7611,36.0215,0.622,2.0795,12.2407,3.454,48.5487,0.0664,Act1
2.9425,0,1.1887,7.7759,36.0215,0.6237,2.0792,11.6594,3.454,51.0833,0.0149,Act1
4.2758,1,1.3012,7.7567,0.0,0.6786,2.0159,8.0213,3.6242,33.6295,-0.0027,Act1
4.4179,1,1.4244,7.5893,18.0108,0.646,2.0433,10.7944,3.9356,36.6339,-0.1836,Act1
0.9009,0,1.1205,8.4,103.3774,0.602,1.9793,13.052,3.1627,34.6832,0.2141,Act-1
-3.8458,1,1.3389,8.3848,546.1971,0.6297,2.0332,13.9565,3.9773,93.0829,0.0184,Act-1
-1.041,1,1.3452,8.1829,474.2038,0.6316,2.0867,14.9463,3.8104,78.7659,0.0361,Act-1
3.0922,0,1.2162,7.8864,18.0108,0.6531,2.0075,9.7981,3.3668,70.4548,-0.0369,Act1
3.0231,0,1.2343,7.7424,0.0,0.6509,1.9799,6.8432,3.2693,61.5899,-0.0181,Act1
5.8562,1,1.4058,7.5901,18.0108,0.6692,2.0489,12.5631,3.8399,78.3615,0.058,Act1
4.5311,1,1.3939,7.6111,18.0108,0.6749,1.9806,10.6394,3.6971,63.1655,0.0673,Act1
4.2079,1,1.2277,7.7613,42.6833,0.6326,2.0262,11.4307,3.7419,52.9271,0.0276,Act-1
3.1419,0,1.0298,7.5,0.0,0.6591,1.9455,3.0,1.7662,14.3495,-0.1252,Act-1
8.4787,1,1.4889,7.581,42.6833,0.7012,2.0264,9.1019,3.721,49.2561,0.1122,Act-1
3.6293,0,1.181,7.6364,32.8972,0.6073,2.0103,7.2912,3.0124,36.7158,0.0008,Act-1
1.4487,0,1.016,7.6548,0.0,0.5876,2.0307,9.5867,3.2461,53.9049,-0.0659,Act1
-0.9464,0,1.0,8.2222,170.7334,0.5677,2.0469,5.7487,2.3949,9.2805,-0.0845,Act-1
3.9187,1,1.3061,7.7882,0.0,0.6848,2.0146,7.4706,3.6242,31.095,-0.0111,Act1
3.361,1,1.42,7.744,18.0108,0.6455,2.0603,10.7978,4.1418,37.8403,-0.1055,Act1
4.3454,1,1.4338,7.4514,18.0108,0.6499,2.0622,9.7132,3.638,29.3469,-0.0094,Act1
3.3963,1,1.3486,7.6975,18.0108,0.6493,2.1357,10.2654,3.5148,37.9204,0.0574,Act1
3.8093,0,1.184,7.5,18.0108,0.6197,2.0686,5.3906,3.1829,30.7166,-0.0239,Act1
0.3306,0,1.0648,8.1212,132.2626,0.5706,1.9244,0.0,2.398,10.973,-0.222,Act-1
2.6593,1,1.2857,7.9983,78.7048,0.6531,2.0737,14.527,3.7571,42.9789,0.032,Act-1
1.8526,0,1.2306,8.1898,34.4157,0.6421,2.0393,5.7301,3.3994,16.1869,0.0355,Act-1
0.5197,0,1.2129,7.6667,21.1351,0.6063,2.0311,5.6569,3.0682,30.1308,-0.0147,Act-1
1.1765,0,1.2013,7.6032,21.1351,0.604,2.047,7.5786,3.0683,34.3422,0.0454,Act-1
2.7403,0,1.2129,7.6842,18.0108,0.6115,2.0223,10.6908,3.0682,27.0065,-0.0052,Act-1
1.8009,0,1.2145,7.8444,103.3774,0.6108,2.0154,7.4935,2.8527,12.466,0.0365,Act-1
2.2903,0,1.2417,7.9286,32.8972,0.6291,2.005,4.0218,3.0123,22.7951,-0.0618,Act-1
2.4912,0,1.2417,8.0714,42.6833,0.6319,1.9931,5.5159,3.0123,20.0384,-0.0854,Act-1
4.2438,1,1.3962,7.862,16.405,0.6726,2.0321,10.8296,3.9022,63.257,-0.1558,Act1
1.9083,0,1.2341,8.0,57.2784,0.62,2.0144,7.7083,2.9356,25.3296,0.0567,Act1
5.197,1,1.4836,8.4583,36.0215,0.6759,2.0621,14.037,3.9939,37.7496,-0.1313,Act-1
1.3394,1,1.3549,7.6,21.1351,0.6219,2.1294,7.7464,3.227,38.6305,0.1169,Act-1
3.56,1,1.3549,7.6133,18.0108,0.6264,2.128,9.4361,3.227,35.5062,0.1181,Act-1
2.8831,0,1.2042,7.7348,32.8972,0.6055,2.0177,9.3029,3.2091,38.948,0.0905,Act-1
3.6515,0,1.1863,7.5238,0.0,0.6211,2.0438,8.5393,3.0702,39.6792,0.0937,Act1
2.7396,1,1.2298,7.5909,42.6833,0.6325,2.1077,13.2531,3.6194,40.7112,0.1213,Act1
2.6676,0,1.1774,7.4444,0.0,0.6097,2.0117,11.3098,2.7765,42.7771,0.0643,Act-1
1.6596,0,1.216,7.8646,0.0,0.62,1.9765,8.7038,2.5541,29.2231,-0.0065,Act1
3.2317,0,1.1882,7.5278,0.0,0.6054,2.0165,12.5364,3.1456,61.2007,0.0014,Act1
2.8727,0,1.182,7.9028,77.0991,0.6193,2.045,11.6342,3.6439,39.3186,0.0834,Act1
4.5335,1,1.3092,7.6726,0.0,0.6783,2.0387,7.2793,3.8707,71.9659,-0.1878,Act1
3.7621,0,1.2084,7.575,18.0108,0.6118,2.0469,5.0784,3.1708,23.113,-0.131,Act-1
2.2678,0,1.1808,8.1042,60.6941,0.6193,2.0232,8.2461,3.2612,27.8543,-0.0919,Act-1
5.5632,1,1.3597,7.8185,18.0108,0.6447,2.0519,14.1692,3.7791,95.5088,0.0461,Act-1
3.7265,0,1.1989,7.4352,42.6833,0.6185,2.0977,5.8848,2.8018,23.2552,-0.0857,Act1
3.7265,0,1.1965,7.4352,42.6833,0.6185,2.0978,6.1723,2.8836,23.2552,-0.0645,Act1
2.8129,0,1.2227,7.5351,18.0108,0.6242,2.0231,6.3159,2.8399,30.2878,-0.049,Act-1
4.3059,1,1.2651,7.4242,42.6833,0.6648,2.0969,6.8847,3.4801,55.8913,0.0204,Act1
1.5264,0,1.1687,7.4405,50.9079,0.645,1.996,3.7798,2.5979,48.1374,-0.109,Act-1
3.8381,1,1.4193,7.9401,32.81,0.7172,2.0433,11.0675,3.7733,37.8347,-0.0125,Act1
3.8028,1,1.273,7.2273,16.7855,0.6624,2.1338,4.2987,3.196,56.0225,-0.0476,Act-1
3.5654,1,1.443,7.5417,18.0108,0.6498,2.0618,9.5286,3.9108,27.4634,-0.046,Act1
1.9366,0,1.2045,7.7244,36.0215,0.653,2.0716,7.3996,3.8712,34.7036,-0.0259,Act1
3.5294,0,1.2041,7.7622,36.0215,0.7043,2.0648,8.0162,3.8936,33.7525,-0.1343,Act1
2.1353,0,1.1999,7.6975,36.0215,0.6492,2.0686,9.4712,3.8911,37.2382,-0.1124,Act1
3.448,0,1.1892,7.525,18.0108,0.6218,2.0675,5.0784,3.1827,28.1821,-0.0654,Act-1
1.7268,0,1.1844,8.0152,0.0,0.6191,2.015,8.4504,3.2162,33.5482,-0.2714,Act-1
3.8264,1,1.4655,7.8659,36.0215,0.671,2.1159,12.2569,3.9008,40.4354,0.0406,Act1
1.8993,0,1.2001,7.9737,36.0215,0.6378,1.947,6.3348,3.0567,55.1146,0.0121,Act1
2.3162,0,1.2285,7.7083,36.0215,0.62,2.0248,3.5717,3.0278,15.2872,0.0943,Act-1
3.3034,1,1.3373,7.74,60.6941,0.6398,2.0373,9.841,3.4446,33.1554,-0.0083,Act1
3.2872,1,1.4576,8.0,102.0297,0.6625,2.008,10.9101,3.7815,36.6897,-0.1467,Act1
2.1119,0,1.2532,8.1538,42.6833,0.6373,1.992,4.4851,3.0122,17.5038,-0.2151,Act1
2.4885,0,1.2607,7.9028,0.0,0.6449,1.9913,3.8756,2.5534,17.5038,-0.3443,Act1
3.7711,1,1.2267,7.5957,0.0,0.6434,2.0694,7.6062,3.2977,29.9699,-0.0079,Act1
3.0637,1,1.4433,7.9213,59.4689,0.6908,2.0215,8.4297,3.8628,24.9536,-0.0633,Act-1
2.5199,0,1.216,7.7698,32.8972,0.6066,2.0169,7.1733,3.0129,36.4135,0.0367,Act1
2.5199,0,1.2044,7.7698,32.8972,0.6066,2.0165,8.69,3.2181,36.4135,0.0302,Act1
2.7093,1,1.3486,7.8704,18.0108,0.6747,1.9808,7.319,3.2088,53.8012,0.0571,Act-1
4.8086,1,1.3979,7.6167,36.0215,0.6495,2.1159,10.3227,4.527,27.2528,-0.1637,Act1
2.6748,1,1.3722,8.0694,146.0608,0.6486,2.0053,12.9115,3.9147,73.6233,0.0142,Act1
2.674,1,1.3486,7.8148,34.7963,0.671,1.9921,7.0437,3.2088,50.1544,0.0928,Act1
1.6842,0,1.2491,7.8696,75.5805,0.6562,2.0171,8.4631,3.6096,80.5869,-0.1507,Act1
3.3961,1,1.3623,8.0178,42.6833,0.6982,2.0741,5.7681,3.7134,26.9003,-0.1483,Act1
2.4925,0,1.2234,7.7407,0.0,0.6134,2.0329,5.8689,3.102,17.2972,0.0501,Act1
4.6737,1,1.2865,7.8833,16.405,0.7245,2.0648,7.7487,3.9193,51.6294,0.0914,Act1
2.3937,0,1.3064,8.0104,0.0,0.7075,2.0515,5.4963,3.7921,49.544,-0.2548,Act1
3.3173,0,1.2819,7.5947,36.0215,0.6248,2.0971,14.9052,3.8489,67.4002,-0.0191,Act-1
1.3353,0,1.2096,8.0167,78.4598,0.5972,2.0175,8.2692,2.9707,20.2221,-0.1247,Act1
1.8842,1,1.3079,8.1006,34.7963,0.6442,2.0267,8.6857,4.3254,35.4851,-0.2897,Act1
1.7253,0,1.1836,7.662,32.8972,0.627,1.9937,4.6955,3.1507,16.7419,-0.1595,Act-1
3.762,1,1.3069,7.9254,18.0108,0.6741,2.035,11.6339,3.6483,77.9352,-0.0025,Act1
3.7423,1,1.4574,7.6304,0.0,0.6665,2.0793,7.5652,3.7363,22.3322,-0.1116,Act1
4.3683,1,1.3609,7.8657,0.0,0.6499,2.1145,12.8671,3.8774,54.5512,-0.0379,Act1
2.5751,0,1.2432,7.7143,0.0,0.6307,2.0281,3.9311,3.0408,15.2872,-0.2032,Act-1
2.051,0,1.1728,7.7586,0.0,0.6181,2.1311,8.1824,3.373,42.2459,-0.0571,Act1
2.3769,1,1.2729,7.4933,34.7963,0.6342,2.1339,7.3077,3.2058,26.7503,-0.112,Act-1
4.0366,1,1.433,7.6061,0.0,0.6743,2.0294,4.4999,3.6647,20.3719,-0.0586,Act1
0.5924,0,1.0209,7.619,0.0,0.5807,2.032,2.8284,2.4331,16.91,-0.1437,Act-1
3.3111,0,1.0415,7.5208,0.0,0.7071,1.8772,2.0,3.0194,68.7863,-0.4203,Act-1
4.6133,1,1.3479,7.3333,0.0,0.6747,2.0684,5.5452,3.5799,47.1516,-0.0424,Act1
1.7162,1,1.3596,7.5667,0.0,0.6279,2.0853,4.3869,3.0725,10.5826,-0.2185,Act-1
3.7499,0,1.2101,7.6891,42.6833,0.6279,2.0742,8.3106,3.0662,33.9591,-0.0007,Act-1
2.648,0,1.2294,7.6569,18.0108,0.6174,2.039,3.916,2.8692,20.1497,0.0359,Act1
2.1487,0,1.2426,7.9417,18.0108,0.6188,2.0373,5.7106,2.9848,27.341,0.0679,Act-1
1.8154,0,1.2287,7.9825,18.0108,0.6212,2.0081,6.5266,3.0153,26.2133,0.0323,Act-1
1.7185,0,1.2873,8.0538,60.6941,0.6252,1.9935,13.871,3.8727,51.7282,0.0196,Act-1
4.4559,1,1.4816,7.6511,60.6941,0.6796,2.1255,7.9773,3.8959,23.2339,0.1461,Act-1
6.6874,1,1.4719,6.5503,18.0108,0.6421,2.1927,9.2081,3.9122,32.3212,0.0842,Act1
6.8111,1,1.5173,7.5072,18.0108,0.6799,2.1306,10.9364,3.8205,31.8036,0.0598,Act1
4.2237,1,1.3592,7.4596,18.0108,0.6461,2.1217,7.7734,3.1788,22.3606,0.0689,Act-1
4.8141,1,1.2822,6.9933,0.0,0.648,2.0304,7.1758,3.5601,25.1543,0.0349,Act1
4.4521,1,1.367,7.5972,18.0108,0.6579,2.0031,12.1848,3.8775,52.7341,0.0107,Act1
4.4254,1,1.4869,7.5677,18.0108,0.669,2.0504,12.3994,3.9115,68.7933,0.1227,Act1
4.3929,1,1.4343,7.7586,0.0,0.6408,2.1063,11.1805,3.8154,33.3517,0.1263,Act1
4.6994,1,1.3216,7.5735,0.0,0.6456,2.1132,9.4365,3.745,45.0945,0.1495,Act1
2.7412,1,1.3829,7.9195,52.807,0.643,1.9707,10.6988,4.1111,47.9657,0.048,Act1
1.7596,1,1.3783,8.3509,180.8571,0.6276,1.9707,10.3325,4.1111,52.32,0.0876,Act1
2.2595,0,1.338,7.9253,36.0215,0.643,1.9696,10.2605,3.9117,44.7801,0.066,Act1
1.921,0,1.215,7.8722,50.9079,0.6285,2.0116,6.8419,3.2399,27.8138,0.1777,Act-1
1.3809,0,1.2372,8.072,18.0108,0.6272,2.0472,7.5652,3.8948,23.1072,0.171,Act-1
1.395,0,1.2139,7.7647,50.9079,0.6138,2.0177,5.5317,3.0127,19.0698,0.0917,Act-1
3.3504,0,1.1686,7.587,18.0108,0.6062,2.0294,7.7613,2.8884,25.9266,0.0356,Act-1
4.2261,1,1.3575,7.5417,18.0108,0.6769,2.067,7.6327,3.7664,61.1908,0.0121,Act1
2.7747,1,1.4321,7.7244,60.6941,0.6622,2.1355,8.1604,3.9152,29.7292,0.1555,Act1
4.1896,1,1.3227,7.5298,0.0,0.632,2.1394,8.6315,3.1495,41.1628,0.0902,Act-1
3.5375,0,1.165,7.5516,0.0,0.6211,2.021,7.0453,3.0422,31.4245,-0.095,Act-1
2.5049,0,1.2168,7.9043,32.8972,0.6387,1.9936,5.2718,3.0128,27.5438,0.0248,Act1
1.3808,0,1.216,7.8021,0.0,0.618,1.9836,6.204,2.5642,21.2864,0.1247,Act1
6.2386,1,1.3855,7.4866,0.0,0.6838,2.0618,10.8616,3.5622,32.3958,0.0494,Act-1
3.0543,1,1.322,7.45,0.0,0.645,1.9902,6.5865,3.2312,50.8213,0.068,Act1
4.1903,1,1.341,7.5903,0.0,0.6434,2.0379,9.7796,3.4446,32.7266,0.0727,Act1
3.72,0,1.1636,7.6076,0.0,0.6062,2.0488,9.9724,3.0354,35.5402,-0.0916,Act1
3.3835,0,1.1509,7.566,0.0,0.6144,2.0195,9.9724,3.0419,40.6093,-0.0676,Act1
3.2942,1,1.3148,7.9556,16.405,0.6615,2.0826,8.6154,4.7023,25.2924,0.0102,Act1
1.9546,1,1.2989,7.9672,34.7963,0.64,2.083,9.9582,4.3336,46.3946,-0.1731,Act1
2.6512,1,1.3776,8.15,18.0108,0.6845,2.0616,7.6876,3.7392,19.5947,-0.07,Act1
4.3273,1,1.4061,8.0651,18.0108,0.6763,2.0713,10.6562,3.7591,38.5515,0.0105,Act1
1.7305,1,1.3031,7.8254,42.6833,0.653,2.0425,8.1841,3.4568,15.2872,-0.0351,Act1
4.935,1,1.2977,7.3016,0.0,0.6438,2.0345,5.7106,3.444,22.8264,0.0183,Act1
4.429,1,1.266,7.672,0.0,0.6246,2.0396,12.4165,3.6403,45.7002,-0.0275,Act1
3.5186,1,1.5077,7.8684,95.3679,0.6463,2.1183,13.9113,3.7498,52.4686,0.0532,Act1
3.1412,1,1.5046,8.0806,126.9482,0.6567,2.1183,16.257,3.7498,54.5265,0.0645,Act-1
2.7768,1,1.3619,7.9779,0.0,0.6395,2.0631,13.0502,3.8337,42.3651,-0.1184,Act1
0.6836,0,1.206,7.8611,18.0108,0.6062,2.0169,8.973,3.0974,32.9592,-0.0588,Act1
3.3158,1,1.354,7.6135,60.6941,0.6422,2.1217,11.2038,3.1788,22.3606,0.0369,Act1
-3.2823,0,1.0329,7.947,262.7631,0.5799,2.0738,10.9599,3.232,19.1163,-0.1025,Act-1
-0.3339,0,1.1916,8.2609,49.3022,0.661,2.029,5.3674,4.6057,47.9073,0.0121,Act-1
5.756,1,1.6688,7.3765,0.0,0.726,2.0281,7.0723,3.9696,76.9575,-0.3706,Act-1
2.0777,1,1.319,8.1019,18.0108,0.6511,2.0208,8.9267,4.2322,28.136,-0.3234,Act1
3.5999,1,1.4337,7.5521,18.0108,0.6519,2.0681,9.5829,4.135,35.6944,-0.1202,Act1
2.0362,1,1.3753,7.8211,75.5805,0.6275,2.0331,13.0182,4.039,41.1626,-0.1601,Act1
4.8794,1,1.4555,7.7269,0.0,0.7461,1.9979,8.4917,3.6896,51.3033,-0.216,Act1
3.9318,1,1.5362,7.5764,0.0,0.7467,2.0222,9.1663,3.8464,79.8646,-0.1191,Act1
2.8671,1,1.3723,7.869,0.0,0.6434,2.0155,9.3359,3.9247,34.2769,-0.354,Act1
1.1605,0,1.2255,8.0556,18.0108,0.6566,1.9989,4.7298,3.2633,14.2718,-0.2078,Act1
0.1352,0,1.073,7.8732,128.05,0.6185,2.126,10.2471,3.7904,31.4411,-0.0186,Act-1
4.8851,1,1.5101,7.6306,18.0108,0.7065,2.1364,10.8748,3.9769,34.9441,0.0939,Act1
2.3177,1,1.3211,7.9194,60.6941,0.6818,2.0878,13.031,3.5374,30.2113,-0.1274,Act1
2.9237,1,1.3073,7.8003,0.0,0.6695,2.0956,11.0141,3.7092,46.2388,-0.0364,Act1
3.9041,1,1.3345,7.6278,18.0108,0.669,2.0543,11.5395,3.6143,68.7312,-0.0141,Act1
3.3499,1,1.3987,7.6449,18.0108,0.6842,2.0184,8.1075,3.6347,56.804,-0.0266,Act1
3.5674,1,1.4305,8.0574,18.0108,0.7105,2.0335,8.9698,3.8461,38.1567,-0.1452,Act1
3.2276,1,1.4294,7.8943,18.0108,0.6998,2.0345,10.8708,3.8461,34.2791,-0.1115,Act1
3.6604,1,1.4305,8.0574,18.0108,0.7105,2.0332,8.536,3.7989,38.1567,-0.1981,Act1
3.3207,1,1.4294,7.8943,18.0108,0.6998,2.0343,10.3689,3.799,34.2791,-0.1568,Act1
3.1203,1,1.5502,7.746,50.9079,0.6624,2.0519,15.5929,3.8879,59.8493,0.0653,Act1
3.1259,1,1.307,7.7759,0.0,0.678,2.0758,11.6223,3.7088,41.9733,-0.0327,Act1
3.9563,0,1.1549,7.4828,42.6833,0.6192,2.08,9.957,3.0328,38.4884,-0.0657,Act1
-0.8528,0,1.2447,8.3667,18.0108,0.6388,2.1236,6.6034,3.719,50.3977,-0.0611,Act-1
-1.3425,0,1.2508,8.2029,18.0108,0.6441,2.1169,4.3664,3.6607,43.3824,0.0575,Act-1
1.7983,0,1.2447,8.3467,60.6941,0.6388,2.1053,6.6034,3.719,44.5929,-0.0699,Act-1
1.3086,0,1.2508,8.1812,60.6941,0.6441,2.1017,4.3664,3.6607,37.5775,0.0433,Act-1
1.289,0,1.2508,8.2246,60.6941,0.6413,2.0936,4.5974,3.6607,36.7199,-0.0337,Act-1
1.2824,0,1.294,8.2353,42.6833,0.6614,2.074,5.048,3.4801,19.6049,-0.1463,Act-1
1.4193,0,1.259,8.0476,42.6833,0.6474,2.0674,4.3514,3.5364,28.0277,-0.1939,Act-1
3.1116,1,1.1933,7.503,0.0,0.6479,2.0689,9.0105,3.2977,33.3236,-0.0417,Act1
3.578,1,1.2654,7.8114,18.0108,0.6565,2.0696,10.077,3.9269,54.7246,0.0847,Act1
0.7641,0,1.2803,8.2792,49.3022,0.6718,2.0455,6.121,3.5079,13.0169,0.0482,Act-1
0.607,0,1.2149,8.0833,49.3022,0.6325,2.0426,8.9187,3.895,26.0706,0.1723,Act-1
3.3173,1,1.2832,7.9637,68.9187,0.7133,1.9862,9.4677,3.8744,67.5269,-0.1051,Act1
3.9084,1,1.2415,7.5694,0.0,0.6541,2.0655,7.2577,3.2977,24.9487,0.0495,Act1
0.4626,0,1.047,7.8333,0.0,0.593,1.8424,2.3811,1.5641,13.9851,-0.1138,Act-1
1.2034,0,1.2084,8.0033,50.9079,0.6273,2.0601,8.7937,3.9421,29.727,0.0676,Act-1
-1.5563,0,1.1441,8.3313,121.3882,0.6486,2.0592,14.5157,3.8159,103.1953,-0.047,Act-1
-0.5499,0,1.1102,8.294,36.0215,0.6589,2.0514,11.225,3.6483,71.5313,-0.0295,Act-1
-0.8444,1,1.1947,8.2841,78.7048,0.6779,2.0655,15.057,3.811,112.1857,0.0674,Act-1
5.1249,1,1.2863,7.4815,0.0,0.6424,2.1139,8.1522,3.573,49.4981,0.0701,Act-1
2.1771,0,1.2324,8.0192,42.6833,0.6444,2.0976,6.6334,3.6641,42.6466,0.1506,Act-1
4.033,1,1.3956,7.8401,0.0,0.6786,2.0792,10.56,3.9052,43.8296,0.0491,Act1
2.2783,1,1.4094,7.8654,0.0,0.6612,2.1078,8.3889,3.6562,35.1974,0.1952,Act1
2.5401,1,1.3026,7.6667,0.0,0.6381,2.0392,13.3868,3.6915,44.5107,-0.0679,Act1
3.159,1,1.2571,7.3567,0.0,0.6866,2.0938,7.4543,3.7113,62.9128,-0.0105,Act1
