Mp,C_percent,N_percent,O_percent,DECC,Psi_e_A,piPC05,PCR,Vindex,SpMAD_A,WiA_D/Dt,SpMAD_B(p),MATS2m,MATS5m,MATS5p,MATS8p,MATS1i,MATS7i,GATS4m,GATS8m,GATS2p,GATS2i,GATS4i,GATS6i,SpMax2_Bh(p),SpMax2_Bh(i),SpMin1_Bh(p),SpMin3_Bh(i),P_VSA_p_3,P_VSA_i_2,P_VSA_s_3,P_VSA_s_6,P_VSA_ppp_D,P_VSA_ppp_cyc,Eta_D_epsiA,Eta_psi1,SpMaxA_AEA(dm),SM12_AEA(ri),SdssC,SaasC,mindssC,CATS2D_00_LL,SHED_AL,SHED_LL,Uc,TPSA_efficiency,LOGPcons,SAscore,QEDu,MACCSFP125,Actividad
0.7567,48.0,6.0,6.0,1.6088,7.8704,6.2788,1.3851,0.1885,1.302,0.5301,1.5749,0.0192,-0.0402,0.0756,-0.005,0.034,0.0188,0.9003,1.2388,0.8226,1.0932,1.0329,1.0526,3.8786,3.924,2.0278,1.614,254.0104,144.4355,73.9526,156.25,16.663,191.5545,0.2217,0.583,0.1071,3.8963,-0.6748,5.5159,-0.4146,16,9.481,11.2425,4.6439,0.2077,5.5134,4.639,0.3469,1,Act1
0.6666,43.1373,5.8824,5.8824,2.25,7.756,6.1188,1.4266,0.1761,1.331,0.5773,1.5679,0.0469,-0.1487,0.0252,0.0243,-0.2488,-0.1057,1.0944,0.9282,0.9592,1.0855,0.99,1.0706,3.8076,3.9224,2.0843,1.7308,125.4971,125.4971,41.7195,78.0753,0.0,121.9924,0.1446,0.5714,0.1192,3.7963,-0.2497,2.0902,-0.3283,13,8.6414,10.8872,4.2479,0.1707,3.633,3.5323,0.6365,1,Act1
0.6901,42.3077,7.6923,5.7692,2.1067,7.8667,5.9152,1.3092,0.1617,1.3177,0.6038,1.5658,0.0222,0.0122,0.0682,0.0821,-0.1235,-0.0995,1.0839,0.739,1.0453,1.1524,1.0421,1.2601,3.8549,3.9626,2.1282,1.6012,147.4596,115.24,74.6514,109.1346,18.0108,92.3349,0.168,0.5735,0.1365,3.773,-0.587,4.2852,-0.3903,12,12.7308,13.6154,4.0,0.2855,3.0356,4.3503,0.5787,1,Act1
0.6549,42.3077,3.8462,3.8462,0.9586,7.484,6.292,1.3008,0.2423,1.3486,0.2903,1.5318,0.115,-0.0654,-0.1169,-0.2209,-0.1704,-0.06,0.9958,1.2839,0.9272,1.115,1.1214,0.9981,3.7744,3.9004,2.1413,1.5225,104.5811,104.5811,39.5494,36.1448,0.0,77.6358,0.0963,0.6071,0.1316,3.7706,0.5381,2.7926,-0.1898,14,5.6828,8.2518,3.7004,0.0983,3.909,4.3541,0.8139,1,Act-1
0.6689,44.6809,2.1277,8.5106,1.6213,7.8654,6.2823,1.441,0.2563,1.2708,0.5537,1.5365,0.2034,-0.2607,-0.17,0.0468,-0.1638,-0.0993,1.0941,1.2834,0.8212,0.9999,1.1177,1.0378,3.782,3.8723,2.0726,1.6018,142.4548,142.4548,38.7624,72.2896,0.0,90.078,0.1545,0.5646,0.1321,3.7301,-0.431,3.5679,-0.39,13,7.7059,8.004,4.2479,0.1637,3.9028,3.7005,0.5749,1,Act1
0.7045,43.75,8.3333,8.3333,1.8667,8.0028,6.2823,1.5375,0.1818,1.2946,0.5772,1.6098,0.0271,-0.1011,0.1148,0.0495,-0.2345,-0.0337,1.2266,0.977,0.9264,1.0731,1.1654,1.0587,3.9798,4.0481,2.1057,1.6896,153.5667,147.7593,26.9344,114.0288,16.405,162.0079,0.2099,0.5501,0.142,4.5513,-0.4679,2.2061,-0.4679,11,11.2604,11.3502,4.7004,0.2628,2.7097,3.8857,0.4195,1,Act1
0.6611,43.2432,2.7027,8.1081,1.42,7.8583,5.5444,1.2664,0.2764,1.307,0.402,1.5289,0.0783,-0.1651,-0.1132,-0.1451,-0.0133,0.0912,1.0392,1.243,0.99,1.0475,1.072,1.0313,3.6077,3.7673,2.1183,1.4395,79.3795,79.3795,42.5544,61.2897,18.0108,76.7813,0.1463,0.5629,0.1729,3.6494,-0.7277,3.987,-0.5617,11,7.2001,8.3557,3.3219,0.218,2.745,3.7211,0.8033,0,Act1
0.7067,39.5833,8.3333,10.4167,1.9156,8.1694,5.8399,1.4398,0.2091,1.2487,0.6674,1.5655,0.0844,0.0694,0.1925,-0.0519,-0.1539,-0.0221,1.058,0.7512,0.9774,1.0933,1.1873,1.1375,3.8428,3.9278,2.058,1.5264,158.2852,121.2001,61.7022,139.1738,34.4157,151.91,0.2348,0.5352,0.1464,3.9416,-1.2005,1.2862,-0.6076,10,12.2816,13.349,4.4594,0.3672,2.3235,3.8169,0.4175,1,Act1
0.6936,41.0256,7.6923,10.2564,1.2639,8.0278,5.7894,1.3409,0.2665,1.2857,0.5263,1.5563,0.134,0.0404,0.0523,-0.3024,0.0316,-0.0754,0.8447,1.5602,0.8757,1.097,1.2483,0.9202,3.804,3.8674,2.0291,1.4332,131.086,99.8083,65.8237,121.8498,32.8972,119.2588,0.2212,0.5328,0.1478,3.6927,-0.9169,2.1641,-0.5949,8,7.1247,8.3805,3.9069,0.361,2.1256,3.72,0.7501,1,Act1
0.7096,42.8571,8.5714,8.5714,1.0124,8.0227,5.7144,1.3455,0.2857,1.2917,0.4961,1.5794,0.099,-0.0359,0.0723,-0.3253,0.0944,-0.1248,0.7704,1.6774,0.9692,1.1839,1.2,0.9072,3.8024,3.8621,2.0259,1.4329,124.4358,93.1581,60.5803,110.8499,32.8972,123.4917,0.2171,0.5496,0.1601,3.5672,-0.8368,1.6465,-0.5741,9,6.4747,8.8294,3.9069,0.3661,2.2981,3.5795,0.8245,1,Act1
0.7424,39.5833,8.3333,10.4167,2.541,8.2335,5.801,1.3973,0.1785,1.2397,0.7617,1.5239,0.0761,-0.121,0.045,-0.1308,-0.0253,0.1021,0.9451,0.9738,0.9379,1.1773,1.1268,1.0398,3.8835,3.9313,2.0223,1.5163,225.9055,110.1064,66.2252,219.1554,34.4157,146.862,0.2789,0.5334,0.1378,3.8749,-0.9918,1.6336,-0.6839,13,15.5249,15.5429,4.3923,0.3135,3.3465,4.2404,0.3138,1,Act-1
0.6435,39.759,2.4096,14.4578,2.1802,8.1348,6.1578,1.3829,0.1639,1.2659,0.6388,1.4884,0.0806,-0.115,-0.0727,0.009,-0.0478,0.0775,0.961,1.0792,1.1271,1.1506,1.0075,1.0359,3.8804,3.975,2.0534,1.7055,191.2119,191.2119,97.7515,268.5182,65.7944,145.9084,0.2077,0.4965,0.0764,4.1764,-3.9287,0.4459,-0.7877,15,14.7855,12.4312,4.3219,0.3215,1.982,4.4981,0.1158,1,Act-1
0.6401,39.1304,4.3478,8.6957,0.9444,8.0833,4.6182,1.2661,0.4593,1.216,0.7175,1.4818,0.0866,-0.24,0.0349,-0.0505,0.0693,-0.0696,1.2168,0.8954,1.0443,1.0965,1.059,1.2043,3.2967,3.5806,2.0031,1.084,64.4562,64.4562,17.726,69.042,32.8972,43.8473,0.1594,0.5387,0.3048,3.0116,-0.3079,1.1751,-0.3079,6,2.9375,5.4273,3.0,0.3167,1.5053,3.073,0.6744,0,Act1
0.6276,37.2093,4.6512,6.9767,1.8231,7.8413,4.9598,1.2006,0.2486,1.2629,0.7384,1.4555,-0.0017,-0.0928,0.0272,-0.1429,-0.2191,0.0068,0.9192,0.8976,1.0989,1.2108,1.0288,0.975,3.6899,3.9005,2.0404,1.4343,83.0816,83.0816,36.3514,61.2897,18.0108,58.7866,0.1297,0.5506,0.1663,3.1501,-0.357,1.1907,-0.3438,9,7.7167,9.9805,3.1699,0.2019,2.2038,3.1793,0.862,0,Act-1
0.6441,40.9091,0.0,13.6364,0.9444,8.25,4.6182,1.2661,0.4593,1.216,0.7175,1.4896,0.0695,-0.3014,-0.0025,0.0643,-0.0348,-0.0528,1.2666,0.934,1.0612,1.0724,1.0734,1.229,3.2936,3.5749,1.9906,1.0555,61.6995,61.6995,14.9693,78.8282,42.6833,41.0906,0.1894,0.514,0.3048,3.0116,-0.3634,0.5951,-0.3634,6,3.4862,5.4273,3.0,0.28,1.7062,3.0252,0.7699,0,Act1
0.6065,34.0,2.0,14.0,1.872,8.2133,5.001,1.1726,0.2436,1.2487,0.7214,1.4109,-0.0567,-0.1018,-0.0165,-0.13,-0.1209,0.1026,1.1199,0.94,1.1664,1.2778,1.1338,0.734,3.7186,3.9117,2.047,1.4277,75.7467,75.7467,29.0165,217.8781,170.7334,51.564,0.1783,0.4828,0.1407,3.1582,-0.3938,0.9977,-0.3938,6,9.9972,5.4273,3.0,0.3367,-0.4634,4.212,0.3884,0,Act-1
0.6401,39.1304,4.3478,8.6957,0.9167,8.0833,4.6182,1.2676,0.4743,1.2131,0.6966,1.4794,0.0866,-0.2843,-0.1767,0.0369,0.0693,-0.1943,1.1197,0.9068,1.0443,1.0965,1.0969,0.9525,3.2955,3.5788,2.0033,1.066,64.4562,64.4562,17.726,69.042,32.8972,43.8473,0.1594,0.5387,0.3049,2.9179,-0.3289,1.067,-0.3289,6,3.8883,5.9528,3.0,0.3167,1.5053,2.8845,0.6744,0,Act-1
0.6383,40.0,0.0,13.3333,0.9063,8.1667,4.9331,1.2692,0.4611,1.2305,0.7029,1.4978,0.1158,-0.311,0.0513,0.2096,-0.1678,-0.2244,1.0847,1.2759,0.959,0.9671,1.2937,1.3669,3.295,3.5835,2.0112,1.4112,85.494,85.494,29.9386,72.2896,0.0,44.2761,0.1822,0.514,0.235,2.9199,-1.0164,0.4774,-0.5082,8,4.6823,7.0392,3.1699,0.2367,2.2852,3.3062,0.7577,0,Act-1
0.6545,35.8491,5.6604,7.5472,2.1429,8.0645,5.0717,1.1634,0.2508,1.2151,0.7917,1.4234,0.1129,-0.1529,-0.0435,-0.0857,-0.2162,-0.0009,0.8876,1.1325,0.8969,1.1884,1.0348,1.0279,3.7553,3.9197,2.0512,1.632,173.0043,94.707,39.8026,164.732,36.0215,50.5915,0.1811,0.5334,0.141,3.6415,-0.9839,1.1459,-0.5519,11,9.2474,12.6155,3.3219,0.2039,3.1235,3.3099,0.7093,0,Act1
0.6428,39.6825,4.7619,6.3492,2.4492,7.862,5.5655,1.2927,0.1812,1.2636,0.7777,1.4905,0.0837,-0.2845,-0.0213,0.0439,-0.1341,-0.0251,1.1245,0.8954,1.0394,1.1238,1.0196,1.031,3.7589,3.9608,2.0648,1.7297,150.9344,150.9344,39.1726,86.4347,36.0215,106.8189,0.1318,0.5638,0.1203,3.6455,-0.8183,2.7925,-0.447,17,14.4843,15.8528,4.0,0.2005,3.3346,3.4666,0.6824,1,Act1
0.645,37.037,5.5556,7.4074,2.051,7.9474,5.0787,1.1484,0.21,1.2588,0.7558,1.4442,0.0458,-0.1723,-0.0016,-0.0008,-0.1709,0.0262,1.1277,1.0917,1.0658,1.2494,1.1113,1.0566,3.8111,3.9225,2.0971,1.7568,129.7844,90.6358,43.9056,125.5833,36.0215,64.1707,0.1591,0.5396,0.138,3.7272,-0.7054,0.9366,-0.4421,12,9.5276,12.5317,3.3219,0.2151,2.7162,3.2822,0.7378,0,Act1
0.642,36.8421,5.2632,7.0175,2.0119,7.9148,5.1033,1.1426,0.2152,1.2805,0.7363,1.461,0.0477,-0.1638,0.0171,0.0304,-0.1638,0.0275,1.0753,1.0598,1.0665,1.2377,1.083,1.071,3.8065,3.9222,2.0456,1.6172,132.319,93.1703,46.4401,125.5833,36.0215,66.7053,0.1506,0.5444,0.1333,3.7143,-0.6863,0.9426,-0.4354,13,9.489,12.2765,3.3219,0.2079,3.0712,3.2611,0.7199,0,Act1
0.6228,36.6667,5.0,6.6667,2.0624,8.1801,5.2334,1.1401,0.2148,1.2668,0.7353,1.4421,0.0544,-0.147,0.0671,0.0588,-0.1218,-0.0172,1.0467,0.85,1.1848,1.1131,0.9527,0.8438,3.794,3.9363,2.0845,1.7615,100.97,100.97,63.7161,116.3549,36.0215,74.505,0.1756,0.5003,0.1252,3.7165,-1.1183,-1.7904,-0.7063,12,9.5027,11.5689,3.3219,0.2005,3.3047,3.3735,0.7034,0,Act1
0.6327,36.7347,8.1633,6.1224,1.936,7.8133,5.6819,1.2944,0.2048,1.2739,0.6337,1.4782,0.1388,-0.1254,0.0885,0.066,-0.3583,0.0824,1.2754,0.7781,0.9457,1.0912,1.1483,1.116,3.7299,3.9423,2.0603,1.5204,89.1885,89.1885,34.713,78.0753,18.0108,68.8911,0.1428,0.5421,0.1407,3.3591,-0.2983,1.6552,-0.1541,8,8.1497,10.6575,3.7004,0.222,2.1163,3.5733,0.8381,1,Act1
0.7089,40.4762,4.7619,4.7619,1.8828,7.6413,5.3922,1.2997,0.2109,1.3021,0.659,1.5259,0.0311,-0.0703,0.0186,0.042,-0.1682,0.092,0.8819,0.366,0.8516,1.0914,1.0444,1.1595,3.7559,3.8969,2.021,1.4243,162.1734,130.8957,61.84,52.9303,0.0,115.5202,0.141,0.6465,0.1519,3.4784,-0.0539,4.2269,-0.0539,11,9.6699,12.1732,3.7004,0.1788,4.2407,3.5591,0.7608,1,Act1
0.626,37.7358,1.8868,9.434,1.6568,7.859,5.9484,1.3522,0.2986,1.2223,0.6064,1.4301,0.1635,-0.0643,-0.0582,-0.2082,-0.1534,0.036,0.8559,1.0459,0.985,1.0621,0.6321,1.329,3.5709,3.773,2.1247,1.6288,111.484,111.484,39.358,117.6135,42.6833,63.175,0.1393,0.5379,0.1369,3.6993,-0.6072,0.9545,-0.6072,11,9.2741,10.5347,3.7004,0.2154,3.8807,3.7745,0.6923,1,Act-1
0.6544,41.1765,5.8824,5.8824,1.1667,7.7963,5.1573,1.3506,0.3277,1.2872,0.6384,1.5427,0.0629,-0.1533,-0.0355,-0.0032,-0.2969,-0.0417,1.0592,1.0376,0.9377,1.0475,1.2027,0.9395,3.6834,3.8567,2.0364,1.4068,100.4237,100.4237,17.726,52.9303,0.0,89.6742,0.1419,0.567,0.1947,3.4844,-0.3354,1.6058,-0.3354,8,6.2191,7.2163,3.7004,0.1806,2.4729,3.8482,0.8148,1,Act-1
0.7391,41.6667,8.3333,8.3333,1.2314,7.9221,5.7936,1.3396,0.2964,1.2704,0.3909,1.593,0.0263,-0.0427,0.0825,-0.0733,-0.344,0.22,0.9464,0.7331,0.5157,0.8432,1.1833,1.3529,3.7445,3.7815,1.992,1.4326,85.9784,85.9784,31.7095,78.0753,0.0,78.7821,0.193,0.608,0.1579,3.9332,-0.5373,3.1444,-0.4665,6,6.3554,6.0611,3.8074,0.1567,2.366,3.9005,0.6543,1,Act1
0.6635,41.6667,8.3333,8.3333,1.2521,8.1894,5.8049,1.3379,0.2909,1.272,0.398,1.5274,0.1648,-0.2232,-0.0514,0.0409,-0.2984,0.2196,0.9792,0.9846,0.7613,0.9174,1.0039,1.2245,3.636,3.794,2.0187,1.4325,93.4398,93.4398,39.1709,93.0354,0.0,86.2435,0.2307,0.4989,0.1571,3.8658,-0.8512,0.9406,-0.5392,5,6.5219,5.0,3.8074,0.2124,1.9642,3.6644,0.7994,1,Act1
0.6663,26.3158,0.0,15.7895,1.0693,8.2091,3.6889,1.0497,0.7729,1.1617,1.0,1.3957,0.315,-0.0244,-0.0981,-0.0877,-0.2449,-0.0003,1.8784,1.5661,0.8153,0.886,1.4934,1.1193,3.5179,3.595,1.8671,1.424,135.4842,65.5185,54.9084,127.2922,0.0,0.0,0.201,0.5302,0.2408,3.1098,-1.0086,0.0,-0.5242,3,4.5858,3.0,2.0,0.4185,1.5025,4.2516,0.4462,0,Act1
0.6765,47.0588,0.0,5.8824,1.6667,7.7315,5.3671,1.382,0.2746,1.2863,0.6856,1.5496,-0.0167,-0.0597,0.0399,-0.0444,-0.029,-0.2201,1.042,0.7789,1.0095,1.0073,1.1747,0.9386,3.7128,3.8121,2.0614,1.4543,117.9864,117.9864,23.875,36.1448,0.0,94.843,0.1184,0.6132,0.1955,3.3373,-0.176,3.3162,-0.176,14,8.4564,8.5676,3.8074,0.1094,3.5993,3.5109,0.786,1,Act1
0.6606,41.3793,8.6207,3.4483,1.7232,7.6344,5.9268,1.4021,0.1837,1.318,0.5682,1.5302,0.0125,0.0368,0.0032,-0.035,-0.2399,-0.0007,1.151,0.9491,1.0088,1.0921,1.0663,0.9328,3.8191,3.9589,2.0555,1.6724,135.4987,135.4987,42.2449,86.5014,18.0108,163.7304,0.1322,0.5812,0.1083,3.8048,-0.2203,5.8433,-0.2203,14,11.2317,13.1387,4.3219,0.1922,3.8601,3.8795,0.5833,1,Act1
0.6192,34.7826,7.2464,7.2464,2.2042,7.9559,5.2733,1.1675,0.192,1.2577,0.7713,1.4253,-0.0189,-0.0441,0.0507,0.0042,-0.0554,-0.0369,1.0801,1.1246,1.2069,1.2542,1.2215,0.9726,3.8172,3.9587,2.0911,1.7569,98.1466,98.1466,51.4164,175.385,111.7244,64.7133,0.1429,0.5287,0.11,3.4606,-0.6862,1.4386,-0.3824,14,14.0756,12.6472,3.4594,0.309,1.4551,4.3769,0.2002,0,Act-1
0.6938,44.6429,3.5714,7.1429,1.6855,7.6979,6.201,1.4281,0.1943,1.3129,0.6254,1.567,0.123,-0.1049,0.0183,-0.221,-0.1726,-0.1648,1.2818,1.1851,0.7841,0.9538,1.2458,0.9479,3.8089,3.9562,2.0122,1.6286,204.2278,172.9501,69.8266,74.9301,0.0,178.4317,0.1602,0.5829,0.106,3.9075,-0.2711,7.2405,-0.2711,14,9.3589,9.7415,4.585,0.2025,4.7551,4.0622,0.3284,1,Act-1
0.6841,47.5,0.0,12.5,1.6944,7.9653,5.7442,1.3752,0.2233,1.3004,0.5645,1.5664,0.0421,0.0092,0.0308,-0.2393,-0.0987,-0.1193,1.0335,1.1005,1.0255,1.0498,1.1173,0.7995,3.7943,3.8772,2.0651,1.4952,137.7224,137.7224,43.611,83.2895,0.0,123.521,0.1947,0.5412,0.1426,3.6741,-0.0974,2.1103,-0.4471,12,10.0835,10.7976,4.0,0.2027,3.106,3.6679,0.7983,1,Act-1
0.6514,42.029,2.8986,5.7971,2.284,7.8148,5.876,1.323,0.1504,1.2974,0.5127,1.4998,0.0134,-0.0508,0.018,0.0013,-0.0395,0.0109,1.0188,0.9523,1.0988,1.0562,0.9946,0.9123,3.9025,4.0014,2.1183,1.7112,149.4411,149.4411,46.9333,104.0353,18.0108,129.2687,0.1369,0.5606,0.0976,3.5043,-0.4628,2.2054,-0.3678,21,13.794,13.7629,4.0,0.1574,4.962,4.9812,0.5733,1,Act-1
0.6831,44.0,4.0,4.0,1.4102,7.6276,5.9342,1.3866,0.217,1.3215,0.4276,1.5178,0.0559,-0.1729,0.0085,0.3289,-0.1428,-0.1496,0.9397,1.1131,0.8332,0.958,1.0949,1.2253,3.7204,3.8589,2.066,1.6939,152.2922,113.1435,47.8897,92.079,0.0,112.8733,0.1324,0.6013,0.1257,3.7406,2.3818,5.6386,-0.2147,16,8.9326,8.7908,3.9069,0.1108,4.464,3.7592,0.7689,1,Act-1
0.7021,40.0,5.0,6.6667,1.8529,7.7827,5.8538,1.3344,0.192,1.2783,0.5692,1.5051,0.1131,0.0211,0.1017,-0.2056,-0.0949,0.0393,1.1967,1.1005,0.7497,0.8964,1.3657,0.8066,3.9225,3.9181,2.0005,1.6506,225.4066,123.7026,112.1704,111.4383,36.0215,142.6836,0.1764,0.5776,0.1024,3.9039,-0.5759,7.2607,-0.3334,13,10.688,11.9128,4.2479,0.2622,4.823,3.9097,0.3575,1,Act1
0.6639,39.7059,5.8824,5.8824,1.9568,7.7222,5.9776,1.3479,0.1761,1.288,0.6089,1.509,0.1373,-0.011,0.0102,-0.102,-0.1952,-0.0155,1.2254,1.1022,0.7654,0.8975,1.2116,0.8453,3.856,3.9557,2.031,1.7677,191.1015,159.8238,78.7905,72.2896,36.0215,139.5595,0.1431,0.573,0.0971,3.6805,-0.4963,7.0763,-0.3229,14,11.8254,12.0053,4.3219,0.219,4.0511,3.873,0.416,1,Act1
0.6643,31.8182,9.0909,9.0909,0.8333,8.0833,3.6376,1.1243,0.5078,1.1947,0.7135,1.4426,0.2039,-0.1569,0.1036,0.0843,-0.6534,-0.2077,1.7194,0.3693,0.6125,0.8306,1.2131,0.9899,3.2851,3.5741,1.801,1.3077,92.1479,46.9558,11.6394,81.3368,0.0,24.628,0.203,0.5273,0.3397,2.6791,0.0107,0.0,-0.4277,1,2.8284,0.0,2.0,0.3664,0.6617,3.7172,0.6671,0,Act-1
0.6398,38.2353,7.3529,5.8824,2.5567,7.7333,6.1226,1.37,0.1624,1.2848,0.6374,1.4913,0.1096,-0.1763,0.0212,0.0353,-0.3553,-0.1498,1.0711,0.8655,0.8899,1.1104,1.206,0.952,3.8417,3.9426,2.0667,1.7261,148.0824,148.0824,44.39,89.0752,18.0108,117.4917,0.139,0.5524,0.0992,3.7758,-0.4298,2.9285,-0.2446,11,13.5021,12.7625,4.2479,0.1854,3.2954,3.8231,0.4698,1,Act1
0.6184,34.8485,7.5758,4.5455,2.2664,7.6989,5.8522,1.2875,0.2043,1.2327,0.6479,1.4125,0.1366,-0.2935,0.0159,-0.0239,-0.3939,-0.1538,0.925,0.8458,0.9845,1.2081,1.1356,1.0106,3.6308,3.9061,2.0632,1.679,111.0503,111.0503,38.4955,78.0753,18.0108,71.1578,0.1137,0.5577,0.1142,3.388,-0.2075,1.7791,-0.2328,10,12.5934,12.5558,3.7004,0.1855,3.0499,3.6564,0.6536,1,Act1
0.6347,36.5079,9.5238,6.3492,1.7098,7.8434,5.8383,1.2609,0.1946,1.2806,0.5566,1.4825,0.1624,-0.1326,0.0952,-0.126,-0.5364,-0.0441,1.1116,1.0792,0.7301,0.8937,1.1293,1.0949,3.7792,3.9239,2.0573,1.677,119.1015,119.1015,46.7533,103.2202,0.0,100.2739,0.1544,0.5333,0.1106,3.6473,-1.0451,3.7074,-0.4006,8,11.0447,6.1452,3.9069,0.2081,2.2971,3.8413,0.507,1,Act1
0.6089,32.2581,9.6774,6.4516,1.7778,7.8611,5.5048,1.161,0.2297,1.2584,0.5903,1.4325,0.1763,-0.1189,0.1588,0.1751,-0.6505,-0.2021,1.0522,1.013,0.8057,0.9808,1.1624,1.1916,3.6096,3.8966,2.0393,1.6364,86.1851,86.1851,42.9167,103.2202,0.0,55.9978,0.1422,0.5189,0.1244,3.3314,-0.9739,1.6676,-0.3791,5,10.6104,4.5032,3.1699,0.2249,1.8915,3.6261,0.5062,0,Act1
0.6461,38.4615,10.2564,5.1282,1.9545,8.1136,5.3879,1.3462,0.2466,1.2549,0.7287,1.4859,0.0777,0.0697,0.0962,-0.1088,-0.0967,-0.0569,1.1674,0.9798,1.0753,1.0732,1.0758,0.8492,3.7483,3.9017,2.0387,1.4336,98.8625,98.8625,33.1798,100.7876,68.9187,93.3622,0.1971,0.5116,0.1589,3.6139,-0.5805,1.7455,-0.5805,8,8.009,8.8058,3.8074,0.2933,2.8109,3.522,0.7956,1,Act1
0.6631,35.4167,12.5,8.3333,1.4872,8.0804,6.1666,1.4532,0.2401,1.2274,0.5709,1.5013,0.0872,-0.0799,-0.0112,0.1061,-0.133,-0.149,0.947,1.0213,1.0965,1.2298,1.129,1.1619,3.8804,3.9937,2.1095,1.6661,107.4179,101.6105,30.0395,130.4468,34.4157,107.7426,0.2128,0.5158,0.1437,4.449,-0.6199,3.2712,-0.6199,9,8.8822,9.8365,4.3219,0.3361,2.1854,4.381,0.5023,1,Act1
0.6544,37.931,13.7931,6.8966,1.0934,7.951,5.5212,1.4043,0.3054,1.2965,0.5521,1.549,0.0478,-0.1995,-0.0182,0.0178,0.0914,-0.0834,1.1544,1.5466,0.9738,1.0686,1.4578,0.7215,3.3254,3.656,2.119,1.278,74.6064,74.6064,18.8287,69.4708,35.7765,87.7523,0.2038,0.5166,0.2018,2.9442,-0.5535,0.4825,-0.5535,7,6.8748,5.6502,3.7004,0.3278,1.7807,3.5054,0.8295,1,Act1
0.6245,38.0282,0.0,11.2676,1.76,8.0119,5.4931,1.1029,0.2236,1.2545,0.4704,1.4375,0.1376,-0.0189,-0.0933,-0.0283,-0.0194,-0.1191,1.0951,1.1125,1.0429,1.0459,1.2267,0.7716,3.8162,3.926,2.1396,1.6388,118.0146,118.0146,54.285,176.2627,42.6833,49.4205,0.1422,0.5277,0.115,3.9018,-0.9026,0.0,-0.9345,19,10.0887,10.849,2.8074,0.2378,3.226,4.7923,0.4477,0,Act1
0.6384,38.0952,0.0,11.1111,1.6563,7.9957,5.451,1.1021,0.2352,1.2486,0.4281,1.4232,0.0573,-0.0054,0.0005,0.0041,-0.0219,-0.0207,0.8253,1.0539,1.0062,0.9816,1.2739,0.9209,3.8096,3.9202,2.1393,1.6106,140.985,101.8364,46.932,190.2664,42.6833,49.4205,0.157,0.5289,0.1251,3.9018,-0.5749,0.0,-0.924,18,8.6418,9.3726,2.585,0.2123,3.4784,4.9247,0.5036,0,Act-1
0.6438,35.5932,5.0847,11.8644,2.375,8.1432,5.2816,1.1338,0.2105,1.2275,0.6965,1.451,0.168,-0.1165,0.0574,0.0052,-0.126,-0.0391,0.9189,0.9158,1.0135,1.1202,1.1821,0.9632,3.8451,3.9413,2.0353,1.6531,148.8889,116.6694,65.8473,166.4766,50.9079,90.6153,0.1936,0.5086,0.1457,3.6036,-2.5399,0.6297,-0.9553,11,13.3769,13.0051,3.4594,0.3492,1.5224,4.7431,0.308,0,Act-1
0.6673,38.4615,5.7692,13.4615,1.4693,8.1909,5.9487,1.3377,0.2502,1.2439,0.5515,1.5287,0.1874,-0.2373,0.0492,0.047,-0.3034,0.0283,1.0582,0.8603,0.8243,0.9504,1.2367,1.2142,3.7418,3.909,2.0989,1.5395,141.2056,135.3981,33.6106,144.388,18.0108,114.5571,0.2305,0.5035,0.1441,3.8311,-2.0837,0.3297,-0.9582,10,9.9323,11.1803,4.1699,0.2961,2.0271,4.1849,0.4289,1,Act1
0.6283,33.871,3.2258,12.9032,1.9766,8.151,5.2281,1.206,0.3374,1.2054,0.8545,1.4058,-0.0037,-0.0134,0.0501,-0.0957,-0.2054,-0.036,0.9385,1.0476,1.2298,1.1832,1.1835,1.0563,3.6421,3.8364,2.0233,1.4469,153.1536,120.934,91.0589,144.5793,36.0215,42.1012,0.1892,0.5,0.1279,3.1399,-2.4326,0.6847,-0.9457,10,11.9691,11.8313,3.4594,0.3284,2.3854,4.1749,0.2826,0,Act1
0.6322,32.7273,7.2727,10.9091,1.6694,8.1379,5.1325,1.2456,0.3741,1.199,0.8893,1.4176,0.2409,-0.1551,-0.0404,-0.1086,-0.3154,0.0309,1.576,1.033,0.8964,0.992,1.239,1.1101,3.6617,3.8011,2.0177,1.4447,132.9351,100.7155,77.5915,174.9027,32.8972,50.4599,0.1952,0.5019,0.1659,3.6294,-0.332,1.3459,-0.8033,7,9.5764,10.5853,3.4594,0.3733,1.8788,4.2795,0.3245,0,Act-1
0.6682,44.0,5.3333,2.6667,1.9408,7.5171,6.4596,1.3824,0.1739,1.3294,0.571,1.5521,0.0012,-0.0063,0.0889,-0.033,-0.153,0.0248,0.9995,1.0328,0.9498,0.9911,1.0195,1.1157,3.8327,3.9163,2.051,1.8339,210.578,210.578,41.8057,70.4573,31.672,195.9117,0.1067,0.6166,0.0837,3.5669,0.465,7.1739,0.465,24,11.8116,13.6302,4.7004,0.1249,6.7085,4.0425,0.2316,1,Act1
0.6651,43.5897,5.1282,2.5641,2.0075,7.5042,6.4358,1.3782,0.1696,1.3303,0.5797,1.5498,-0.0026,-0.0333,0.0548,-0.0014,-0.1492,0.0859,1.0272,0.9826,0.9689,1.0068,1.0745,1.1514,3.8492,3.9341,2.0476,1.8399,213.1125,213.1125,44.3402,70.4573,31.672,195.9117,0.1024,0.6188,0.0816,3.5653,0.4758,7.3711,0.4758,25,12.6844,14.4183,4.7004,0.1217,6.9415,4.0795,0.2145,1,Act-1
