DrugBank_ID,Probabilidad,Leverage,Dominio_AD,SMILES,Lipinski_Viable,MW,LogP
DB01039,0.73,0.0013392880375052516,DENTRO,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,SÍ,360.84,4.68
DB01044,0.73,0.0012795294172308438,DENTRO,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(F)=C1N1CCNC(C)C1)C1CC1,SÍ,375.4,1.98
DB01365,0.73,0.002787949180782864,DENTRO,CNC(C)(C)CC1=CC=CC=C1,SÍ,163.26,2.23
DB01367,0.73,0.003039461157689307,DENTRO,C#CCNC1CCC2=CC=CC=C12,SÍ,171.24,1.9
DB02152,0.73,0.0022510831915660947,DENTRO,COC(=O)C1(O)CC2OC1(C)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3CNC1=O,SÍ,467.48,3.66
DB02277,0.73,0.0010518811065194883,DENTRO,CN1N=C(C=C1NC(=O)NC1=CC=C(Cl)C=C1)C(C)(C)C,SÍ,306.8,4.02
DB02360,0.73,0.0019061350172819298,DENTRO,OP(O)(=O)C(C(=O)C1=CC=C2C=CC=CC2=C1)C1=CC=CC2=C1C=CC=C2,SÍ,376.35,5.09
DB02955,0.73,0.004284212970670593,DENTRO,CCCCCCC(O)CC=CCCCCCCCC(O)=O,SÍ,298.47,5.08
DB03704,0.73,0.004263651740013963,DENTRO,OCCCCCCCCCCCC(O)=O,SÍ,216.32,2.96
DB03894,0.73,0.003039461157689307,DENTRO,C#CCNC1CCC2=CC=CC=C12,SÍ,171.24,1.9
DB04082,0.73,0.004974333287280668,DENTRO,CCCCCCCCCCOCO,SÍ,188.31,3.09
DB04709,0.73,0.001250806602629012,DENTRO,[O-][N+](=O)C1=CC=C(N2C(=O)C3C4CCC(CC4)C3C2=O)C2=CC=CC=C12,SÍ,350.37,3.67
DB06159,0.73,0.0007494340024233977,DENTRO,CCC1(O)C(=O)OCC2=C1C=C1N(CC3=C(C4=CC=CC=C4N=C13)[N+]([O-])=O)C2=O,SÍ,393.36,1.99
DB03466,0.7272261210895682,0.00162768935248871,DENTRO,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)C(O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,SÍ,388.51,5.97
DB02939,0.7246476933669956,0.0030611889111382506,DENTRO,C(CC1=CC=CC=C1)C=CC1=CC=CC=C1,SÍ,208.3,4.33
DB05154,0.7246476933669956,0.0026607068954066513,DENTRO,[O-][N+](=O)C1=CN2CC(COC2=N1)OCC1=CC=C(OC(F)(F)F)C=C1,SÍ,359.26,2.67
DB02292,0.7240210247657256,0.002100799830781988,DENTRO,NS(=O)(=O)OC1=CC=C2C(OC(=O)C3=C2CCCCC3)=C1,SÍ,309.34,1.64
DB00872,0.723027358349529,0.0021419899181399993,DENTRO,CC1=NC2=C(CCN(C(=O)C3=CC=C(NC(=O)C4=CC=CC=C4C4=CC=CC=C4)C=C3)C3=CC=CC=C23)N1,SÍ,498.59,6.51
DB01640,0.723027358349529,0.0011851487073969338,DENTRO,CC1CC(=O)NN=C1C1=CC=C(NC2=C(CC3=CC=CC(I)=C3)C(=O)CCC2)C=C1,SÍ,513.38,4.81
DB01511,0.7224131484031089,0.001230786476613171,DENTRO,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,SÍ,305.16,3.78
DB04234,0.7223227450835203,0.0011572960929014762,DENTRO,CCCCC(NC(=O)C(CC(C)C)NC(=O)OCC1=CC=C(Br)C=C1)C=O,SÍ,441.37,3.96
DB04833,0.7222447622214833,0.0013448100933332564,DENTRO,CC1=CC=CC=C1N1C(C)=NC2=CC=CC=C2C1=O,SÍ,250.3,3.0
DB01482,0.72,0.0011868452856843175,DENTRO,Cl.CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,SÍ,377.88,1.08
DB01559,0.72,0.0012385739485131077,DENTRO,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,SÍ,318.83,3.78
DB00409,0.72,0.0009134685171975612,DENTRO,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,SÍ,371.28,2.68
DB00698,0.72,0.0025889040121766394,DENTRO,[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O,SÍ,238.16,0.07
DB00731,0.72,0.0014274400201770507,DENTRO,CC(C)C1CCC(CC1)C(=O)NC(CC1=CC=CC=C1)C(O)=O,SÍ,317.43,3.26
DB00772,0.72,0.002322957015038372,DENTRO,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,SÍ,330.36,2.12
DB01134,0.72,0.0025582628778338347,DENTRO,CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,SÍ,414.59,5.29
DB01146,0.72,0.001853403076771844,DENTRO,CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,281.4,3.89
DB01845,0.72,0.004419115691146784,DENTRO,CCCCC1=CC=CC=C1,SÍ,134.22,3.03
DB02339,0.72,0.0011463229744711814,DENTRO,CN(CCCCCCOC1=CC=C2C(OC=C2C2=CC=C(Br)C=C2)=C1)CC=C,SÍ,442.4,6.92
DB02656,0.72,0.00081312308626043,DENTRO,O=C1C=C(OC2=C1C=CC=C2C1=CC=CC=C1)N1CCOCC1,SÍ,307.35,3.3
DB03064,0.72,0.0025456226191192463,DENTRO,CCCCCCCCCCC1=C(O)C(=O)NC1=O,SÍ,253.34,2.99
DB04849,0.72,0.0016266223832323875,DENTRO,COC1=CC2=C(C=C1OCCCN1CCCC1)N=CN=C2OC1=C(F)C2=C(NC(C)=C2)C=C1,SÍ,450.51,5.22
DB03742,0.71937333139873,0.0013381474079999698,DENTRO,OC1=CC=C(C=C1)C1SC2=CC(O)=CC=C2OC1C1=CC=C(OCCN2CCCCC2)C=C1,SÍ,463.6,5.93
DB03604,0.7176750517165247,0.007753781144061377,DENTRO,OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1,SÍ,621.93,4.63
DB02205,0.7156413597831921,0.0014400134281949035,DENTRO,CC(C)(O)C1CC2=CC3=C(OC(=O)C(=C3)C(C)(C)C=C)C=C2O1,SÍ,314.38,3.33
DB02004,0.7146476933669956,0.0006989301677940903,DENTRO,COC1=CC(=CC(OC)=C1)C1=NC(N)=C(CN)C(=N1)C1=CC=C(Cl)C=C1Cl,SÍ,405.29,4.18
DB01173,0.7130273583495291,0.0010428422426902156,DENTRO,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1C,SÍ,269.39,3.66
DB01807,0.713027358349529,0.001457099398932761,DENTRO,CC(C)(C)C1=CC(N(N1)C1=CC=CC=C1)=NC(=O)NC1=CC=C(Cl)C=C1,SÍ,368.87,4.89
DB03480,0.713027358349529,0.0012152718381311346,DENTRO,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,SÍ,357.38,5.71
DB01976,0.7118738144565638,0.004232375658761592,DENTRO,NC1=CC=CC2=C1C=C1C=CC=CC1=C2,SÍ,193.25,3.58
DB00912,0.7109936664161965,0.0011002414624898082,DENTRO,CCOC1=C(C=CC(CC(=O)NC(CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,SÍ,452.6,5.22
DB01081,0.71,0.0015608709737160377,DENTRO,CCOC(=O)C1(CCN(CC1)CCC(C#N)(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,SÍ,452.6,5.48
DB00524,0.71,0.001028076279801516,DENTRO,CC1NC2=CC(Cl)=C(C=C2C(=O)N1C1=CC=CC=C1C)S(N)(=O)=O,SÍ,365.84,2.71
DB01415,0.71,0.0026994123235742264,DENTRO,O.O.NC1=NC(=CS1)C(=CCC(O)=O)C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,SÍ,446.46,-1.7
DB01878,0.71,0.001438973503491682,DENTRO,O=C(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,182.22,2.92
DB02538,0.71,0.0020195641270302584,DENTRO,CC(=O)NC1=NC=CC(=N1)C1=C(C)N=C2C=CC=CN12,SÍ,267.29,2.06
DB02619,0.71,0.005460857814786873,DENTRO,OCCCCCCCCCCCCBr,SÍ,265.23,4.27
DB04480,0.71,0.0009664621182692271,DENTRO,CC1=CC=CC(=N1)C1=NN2CCCC2=C1C1=CC=C(F)C=C1,SÍ,293.34,4.01
DB04673,0.71,0.0023951149167520487,DENTRO,ClC1=CC2=C(NC(=C2)S(=O)(=O)N2CCN(CC2)C(=O)C2=NC=C(C=N2)C2=CC=NC=C2)C=C1,SÍ,482.95,2.82
DB05461,0.71,0.0014684935674265688,DENTRO,O.Cl.CCC(=O)NC1=C(C)C=C(C=C1C)C(=O)N1CCC(CC1)N(C)CCC1=CC=CC=C1,SÍ,476.06,4.03
DB03421,0.7092953867339912,0.0008131584192577379,DENTRO,O=C1NN(CCC2=CC=CC=C2)C(=O)C2=CC=CC=C12,SÍ,266.3,1.93
DB02617,0.7076750517165246,0.0014113883403792402,DENTRO,CCCCCCC(O)(CN1C=CN=C1)C1=CC=C(Cl)C=C1Cl,SÍ,341.28,5.05
DB02706,0.7072261210895683,0.0014019064332874195,DENTRO,OC(=O)C(=NC(=O)C(CS)CCC1=CC=CC=C1)C1=CC=C(CN2C=NN=N2)S1,SÍ,429.53,2.36
DB04513,0.7066938439551782,0.0017796681442669385,DENTRO,NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl,SÍ,340.88,3.29
DB02195,0.7050204157715085,0.0013690660784174834,DENTRO,ON1C2=C(N=CC=C2)C(C2=CC=C(F)C=C2)=C1C1=CC=NC=C1,SÍ,305.31,4.14
DB02354,0.704901172806093,0.002473177141081192,DENTRO,CN1C(CNC2=CC=C(C=C2)C(N)=N)=NC2=C1C=CC(CN1C(C)=NC3=C1C=CC=C3)=C2,SÍ,423.52,4.18
DB01459,0.7046476933669956,0.0015901359960290248,DENTRO,CCC(=O)N1C(=O)N(C2CCN(CC2)CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C12,SÍ,492.62,5.39
DB01461,0.7045675073050035,0.0012974096037494682,DENTRO,CCOC(C(=O)OCCN(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,327.42,3.07
DB03949,0.703039817004379,0.002359772842560951,DENTRO,OC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(S)CC1=CC=CC=C1,SÍ,492.6,2.77
DB00214,0.7030273583495291,0.0010733422101668038,DENTRO,CC(C)NC(=O)NS(=O)(=O)C1=C(NC2=CC=CC(C)=C2)C=CN=C1,SÍ,348.43,2.53
DB03449,0.703027358349529,0.005241275035043403,DENTRO,ClC1=CC=CC(CNCCC2=CC=C(NC(=N)C3=CC=CS3)C=C2)=C1,SÍ,369.92,5.17
DB01544,0.7,0.0008016441075590984,DENTRO,CN1C(=O)CN=C(C2=CC=CC=C2F)C2=C1C=CC(=C2)[N+]([O-])=O,SÍ,313.29,2.55
DB00462,0.7,0.0031010445938316747,DENTRO,C[N+]1(C)C2CC(CC1C1OC21)OC(=O)C(CO)C1=CC=CC=C1,SÍ,318.39,1.06
DB00610,0.7,0.001603726176577004,DENTRO,CC(N)C(O)C1=CC(O)=CC=C1,SÍ,167.21,0.77
DB00989,0.7,0.0011763998494092624,DENTRO,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,SÍ,250.34,2.76
DB01243,0.7,0.002445761833782655,DENTRO,OC1=C(Cl)C=C(Cl)C2=C1N=CC=C2,SÍ,214.05,3.25
DB01261,0.7,0.0033854423541710456,DENTRO,NC(CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,SÍ,407.32,2.02
DB01324,0.7,0.005234799054398638,DENTRO,CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,SÍ,439.89,1.66
DB01943,0.7,0.0012901160262487961,DENTRO,CC1CN(CCOC2=CC=C(C=C2)C2OC3=CC=C(O)C=C3SC2C2=CC=C(O)C=C2)CC1C,SÍ,477.63,6.03
DB02634,0.7,0.0012901160262487961,DENTRO,CC1CN(CCOC2=CC=C(C=C2)C2OC3=CC=C(O)C=C3SC2C2=CC=C(O)C=C2)CC1C,SÍ,477.63,6.03
DB02833,0.7,0.0007248878892618458,DENTRO,CC1=C(SC(N)=N1)C1=CC=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=N1,SÍ,328.36,3.14
DB03143,0.7,0.00501909052776188,DENTRO,CCCCCCCCCO,SÍ,144.26,2.73
DB03251,0.7,0.0015612377888616837,DENTRO,NC(=N)NCCCC(NC(=O)C1CCCC1)C(=O)C1=NC2=C(S1)C=CC=C2,SÍ,387.51,2.42
DB04915,0.7,0.00113257562045911,DENTRO,OC1=CC=C(C=C1)C1=CC2=C(OC1)C=C(O)C=C2,SÍ,240.26,3.03
DB01958,0.6976750517165248,0.0012792844804217177,DENTRO,CC(C)(C)C1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1,SÍ,324.45,4.24
DB03337,0.6963459730492009,0.0010350359390154476,DENTRO,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(OC3=CC=CC=C3)C=C2)C=C1,SÍ,346.39,4.41
DB05806,0.6963459730492009,0.000860878619560048,DENTRO,CCC1(O)C(=O)OCC2=C1C=C1N(CC3=C(CC[Si](C)(C)C)C4=CC=CC=C4N=C13)C2=O,SÍ,448.6,3.96
DB04392,0.6963459730492008,0.0014273691001366238,DENTRO,O=C1OC2=CC=CC=C2C(=O)C1CC1C(=O)OC2=CC=CC=C2C1=O,SÍ,336.3,2.21
DB00186,0.6959049893900269,0.0013621725721980008,DENTRO,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,SÍ,321.16,3.1
DB00427,0.6946476933669956,0.001218645012182708,DENTRO,CC1=CC=C(C=C1)C(=CCN1CCCC1)C1=CC=CC=N1,SÍ,278.4,3.92
DB01104,0.6946476933669956,0.004485085744505818,DENTRO,CNC1CCC(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,SÍ,306.24,5.18
DB03370,0.6946476933669956,0.0011623697304243563,DENTRO,CC(O)C(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O,SÍ,342.23,2.84
DB03418,0.6946476933669956,0.0031457507623701975,DENTRO,CC(=O)C1=C2C=C3C(C)=C(CCC(O)=O)C4=[N+]3[Fe]35N6C(=CC7=[N+]3C(=CC(N25)=C1C)C(C(O)=C)=C7C)C(C)=C(CCC(O)=O)C6=C4,SÍ,648.5,3.14
DB00939,0.6944522421791365,0.001851084307108492,DENTRO,CC1=C(Cl)C(NC2=CC=CC=C2C(O)=O)=C(Cl)C=C1,SÍ,296.15,4.74
DB00875,0.693027358349529,0.0009660945345059792,DENTRO,OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,SÍ,434.53,4.6
DB01977,0.6922447622214832,0.0018092684500863928,DENTRO,NC(=N)C1=CC=C2C=C(C=CC2=C1)C(=O)NC1=CC=CC=C1,SÍ,289.34,3.38
DB01246,0.6915001733834036,0.0018227513686876347,DENTRO,CC(CN(C)C)CN1C2=CC=CC=C2SC2=CC=CC=C12,SÍ,298.46,4.49
DB01588,0.69,0.000903117613744417,DENTRO,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,SÍ,324.81,3.93
DB01086,0.69,0.0016573610409751078,DENTRO,CCOC(=O)C1=CC=C(N)C=C1,SÍ,165.19,1.45
DB01254,0.69,0.0010219112419365586,DENTRO,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,SÍ,488.02,3.31
DB01852,0.69,0.0022359567670700866,DENTRO,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,SÍ,286.24,2.28
DB03080,0.69,0.001535604884272878,DENTRO,COC1CC(C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)C(C)=CC=CC(OC)C(OC(N)=O)C(C)=CC(C)C1O)C2=O,SÍ,616.76,1.91
DB03753,0.69,0.0008489120922731438,DENTRO,COC(=O)C(C)C1=CC=C(C(F)=C1)C1=CC=CC=C1,SÍ,258.29,3.77
DB04905,0.69,0.0011833715240937874,DENTRO,CCN(CC)CCOC1=CC=C(CC2=CC=CC=C2)C=C1,SÍ,283.42,4.0
DB05804,0.69,0.0023030374264910785,DENTRO,CC12CCC3C(CC=C4CC(CCC34C)OS(O)(=O)=O)C1CCC2=O,SÍ,368.5,3.71
DB03060,0.6892953867339913,0.0017539589212383906,DENTRO,COC1=CC=C(OC)C(C=CC2=CN=C3N=C(N)N=C(N)C3=C2C)=C1,SÍ,337.38,2.69
DB04582,0.6885907352706842,0.0012711455016452557,DENTRO,CC(C)C1(C)N=C(NC1=O)C1=NC2=CC=CC=C2C=C1C(O)=O,SÍ,311.34,2.22
DB05016,0.6881279601830296,0.0011472779634340968,DENTRO,OC(=O)C1=CC=CC(=C1)C1=NOC(=N1)C1=CC=CC=C1F,SÍ,284.25,3.24
DB04812,0.6879285311556221,0.0009618452929029643,DENTRO,CC(C(O)=O)C1=CC2=C(OC(=N2)C2=CC=C(Cl)C=C2)C=C1,SÍ,301.73,4.34
DB03476,0.6876750517165248,0.00436221045073849,DENTRO,NC(=N)C1=CC=C2C=C(C=CC2=C1)C1CC1C1=CC=CC=C1,SÍ,286.38,4.39
DB01403,0.6863459730492008,0.0012836291405471565,DENTRO,COC1=CC2=C(SC3=C(C=CC=C3)N2CC(C)CN(C)C)C=C1,SÍ,328.48,4.5
DB01933,0.6863459730492008,0.0025357473752375577,DENTRO,CNC1CC2OC(C)(C1OC)N1C3=C(C=CC=C3)C3=C1C1=C(C4=C(C=CC=C4)N21)C1=C3C(O)NC1=O,SÍ,482.54,3.84
DB04957,0.6848110278641948,0.0024578775931497097,DENTRO,CN1CCN(CCCCN2C(=O)CN(N=CC3=CC=C(O3)C3=CC=C(Cl)C=C3)C2=O)CC1,SÍ,457.96,3.23
DB00485,0.6846476933669956,0.0013528489362591247,DENTRO,CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1Cl,SÍ,470.33,3.2
DB01098,0.6846476933669956,0.0015492742189388599,DENTRO,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,SÍ,481.55,2.4
DB01873,0.6846476933669956,0.0020190964362845343,DENTRO,CC1CCCC(C)=CCC(OC(=O)CC(O)C(C)(C)C(=O)C(C)C1O)C(C)=CC1=CSC(C)=N1,SÍ,491.69,5.27
DB01732,0.6840186982341229,0.0015798980882407979,DENTRO,OC1C(O)C(COC2=CC=CC=C2)N(CC2=CC=CC=C2)C(=O)N(CC2=CC=CC=C2)C1COC1=CC=CC=C1,SÍ,538.64,4.74
DB04662,0.6839430801009868,0.001337700043191082,DENTRO,CCC(CO)NC1=NC(NCC2=CC=CC=C2O)=C2N=CN(C(C)C)C2=N1,SÍ,370.46,2.91
DB01770,0.6822447622214832,0.004860180012844546,DENTRO,CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,SÍ,270.46,6.54
DB04044,0.6822447622214832,0.0013380067320143815,DENTRO,OC(=O)C1=C(C=C(OC2=CC=CC=C2NC(=O)C2=CC(=CC=C2)[N+]([O-])=O)C=C1)C(O)=O,SÍ,422.35,4.04
DB00518,0.68,0.0010698471655875435,DENTRO,CCCSC1=CC2=C(C=C1)N=C(NC(=O)OC)N2,SÍ,265.34,3.24
DB01000,0.68,0.0016332812806286803,DENTRO,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(O)=O,SÍ,341.43,0.28
DB04424,0.68,0.0007819152003432526,DENTRO,COC(=O)C(CC1=CC=CC(=C1)C(N)=N)C(C)NC(=O)C1=CC=C(C=C1)C1=CC=CC(CN)=C1,SÍ,458.56,3.25
DB05022,0.68,0.0014499189031612798,DENTRO,CN(C)CCN1C(=O)C2=CC=CC3=CC(N)=CC(C1=O)=C23,SÍ,283.33,1.58
DB02577,0.6792953867339913,0.0030967867717776355,DENTRO,CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6C=C7C(C=C)=C(C)C8=[N+]7[Fe]4(N2C1=C8)N56)C(C)=C3CCC(O)=O,SÍ,616.5,3.69
DB03014,0.6792953867339913,0.0030967867717776355,DENTRO,CC1=C(CCC(O)=O)C2=CC3=[N+]4C(=CC5=C(C=C)C(C)=C6C=C7C(C=C)=C(C)C8=[N+]7[Fe]4(N2C1=C8)N56)C(C)=C3CCC(O)=O,SÍ,616.5,3.69
DB06685,0.6786687181327212,0.0010067489547820284,DENTRO,CCN(C(=O)C1=C(O)N(C)C2=C(C(Cl)=CC=C2)C1=O)C1=CC=CC=C1,SÍ,356.81,3.56
DB02473,0.6768924555884789,0.0008541670778217108,DENTRO,CC(C)C1=NCCC2=CC=C(NC(=O)C3=CC=C4C=C(C=CC4=C3)C(N)=N)C=C12,SÍ,384.48,4.38
DB03030,0.6768924555884789,0.0012184826097491742,DENTRO,CC1=CC=C(CN2C=NC(=C2)C2=CC=CS2)C=C1,SÍ,254.36,3.97
DB05796,0.676358431704051,0.0015420947064456356,DENTRO,CCOC(=O)C(CCC1=CC=CC=C1)CC1(CCCC1)C(=O)NC1CCC2=CC=CC=C2N(CC(O)=O)C1=O,SÍ,534.65,4.3
DB02182,0.6756413597831922,0.0031631509747660144,DENTRO,CCC1=C(C)C2=[N+]3C1=CC1=C(C)C(C=C)=C4C=C5C(C)=C(CCC(O)=O)C6=[N+]5[Fe]3(N3C(=C2)C(C)=C(CCC(O)=O)C3=C6)N14,SÍ,618.52,3.92
DB00555,0.6753116481486156,0.0014254568609789347,DENTRO,NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1,SÍ,256.1,2.01
DB04114,0.6746610465114157,0.0021595798844485847,DENTRO,CCC1=CC2CC(C1)C1=C(N)C3=C(C=C(Cl)C=C3)N=C1C2,SÍ,298.82,4.86
DB02102,0.673861147288957,0.003881336905544111,DENTRO,NC1=CC(CN2C(CC3=CC=CC=C3)C(O)C(O)C(CC3=CC=CC=C3)N(CC3=CC(N)=CC=C3)C2O)=CC=C1,SÍ,538.69,3.39
DB02886,0.673861147288957,0.003881336905544111,DENTRO,NC1=CC(CN2C(CC3=CC=CC=C3)C(O)C(O)C(CC3=CC=CC=C3)N(CC3=CC(N)=CC=C3)C2O)=CC=C1,SÍ,538.69,3.39
DB00589,0.67,0.0012772612847881124,DENTRO,CCN(CC)C(=O)NC1CN(C)C2CC3=CNC4=CC=CC(C2=C1)=C34,SÍ,338.46,2.84
DB01647,0.67,0.001286996463339605,DENTRO,CCCOC1=C(OC)C=CC(=C1)C1(C)OC(=O)N=C1,SÍ,263.29,2.92
DB02142,0.67,0.0021568380164850185,DENTRO,CC1=NC=C(COP(O)(O)=O)C(CN)=C1O,SÍ,248.17,0.16
DB02197,0.67,0.0026147279314097877,DENTRO,NS(=O)(=O)C1=CC=C(NC2=NC=CC(=N2)C2=CN=C3C=CC=CN23)C=C1,SÍ,366.41,2.18
DB02544,0.67,0.0014218498137364144,DENTRO,CN(CCCCCCOC1=CC=C2C(SN=C2C2=CC=C(Br)C=C2)=C1)CC=C,SÍ,459.45,6.78
DB02963,0.67,0.001997808006813171,DENTRO,CS(=O)(=O)C1=CC=C(NC2=CC(Cl)=NC3=CC=NN23)C=C1,SÍ,322.78,2.53
DB03114,0.67,0.001191968683360728,DENTRO,OP(=O)(OCC1CCCCC1)OC1=CC=CC=C1C=O,SÍ,298.27,3.58
DB04471,0.67,0.0010552414688069127,DENTRO,OC1=CC=C2C(N(CCC2=C1)C1=CC=CC=C1)C1=CC=C(OCCN2CCCCC2)C=C1,SÍ,428.58,5.41
DB04600,0.67,0.0011246053006843419,DENTRO,NS(=O)(=O)OC1=C(Br)C=C(CN(N2C=NN=C2)C2=CC=C(C=C2)C#N)C=C1,SÍ,449.29,1.96
DB04616,0.67,0.0019765262722404057,DENTRO,C(CCCCNC1=C2CCCCC2=NC2=CC=CC=C12)CCCNC1=CC=NC2=CC=CC=C12,SÍ,452.65,7.53
DB05284,0.67,0.0012644396751762283,DENTRO,COC1=CC(=CC(OC)=C1OC)C(O)CC1=CC(O)=C(OC)C=C1,SÍ,334.37,2.7
DB04020,0.6686843096485328,0.0012436426589577344,DENTRO,OC1=CC=C(CCNC2=NC(SCCCC3=CC=C(Cl)C=C3)=NC(=N2)N2CCNCC2)C=C1,SÍ,485.06,4.02
DB01888,0.6680420495314511,0.001902363480348402,DENTRO,CC(C)C1=C2N=C(NC3CCC(N)CC3)C=C(NC3=CC=C(C=C3)S(=O)(=O)N(C)C)N2N=C1,SÍ,471.63,3.53
DB03404,0.6678861220046752,0.0033536843993942633,DENTRO,CC1=C(C)C2=[N+]3C1=CC1=C(C)C(C)=C4C=C5C(C)=C(C(O)=O)C6=[N+]5[Fe]3(N3C(=C2)C(C)=C(C(O)=O)C3=C6)N14,SÍ,536.37,2.09
DB06446,0.6676750517165246,0.0015524578533232577,DENTRO,C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,SÍ,442.6,5.07
DB00408,0.6672261210895682,0.0011712460741853982,DENTRO,CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,SÍ,327.82,3.77
DB00764,0.6646601520218457,0.002688835044071273,DENTRO,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,SÍ,427.37,3.41
DB01231,0.6646476933669956,0.0016522303907725066,DENTRO,OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,SÍ,309.45,4.19
DB04177,0.6646476933669956,0.002580746605793602,DENTRO,CC12CCC(O)CC1CCC1C2CCC2(C)C(CCC12O)C1=CC(=O)OC1,SÍ,374.52,3.6
DB04336,0.6645675073050035,0.002054487240534628,DENTRO,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,SÍ,288.74,3.27
DB04685,0.6642320950538764,0.0024035443941435256,DENTRO,FC1CC(OC1COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C=CC(=O)NC1=O,SÍ,472.52,4.17
DB06266,0.6632153517787376,0.0011458881609705432,DENTRO,OC(=O)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C2=CC=CC=C12,SÍ,321.16,4.09
DB01103,0.6630273583495291,0.0013651322247543434,DENTRO,CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2,SÍ,399.97,5.97
DB03996,0.6627756535500252,0.0008309288432188997,DENTRO,CC(=O)N1N=C(CC1C1=CC(O)=CC=C1)C1=CC=CC=C1Cl,SÍ,314.77,3.74
DB02110,0.6623227450835202,0.00301735132893382,DENTRO,CC1=C2C=C3C(C=C)=C(C)C4=[N+]3[Co]35N6C(=CC7=[N+]3C(=CC(N25)=C1CCC(O)=O)C(CCC(O)=O)=C7C)C(C)=C(C=C)C6=C4,SÍ,619.59,3.69
