@relation J48_training-comb.arff-weka.filters.unsupervised.attribute.Remove-R25

@attribute Psi_e_A numeric
@attribute PCR numeric
@attribute GATS8i numeric
@attribute nRCOOH numeric
@attribute nImidazoles numeric
@attribute SaaCH numeric
@attribute CATS2D_07_AP numeric
@attribute SHED_LL numeric
@attribute B05[N-O] numeric
@attribute B06[C-C] numeric
@attribute B07[C-O] numeric
@attribute B08[C-C] numeric
@attribute F03[N-S] numeric
@attribute F09[N-N] numeric
@attribute F09[N-N] numeric
@attribute MACCSFP8 numeric
@attribute MACCSFP37 numeric
@attribute MACCSFP38 numeric
@attribute MACCSFP48 numeric
@attribute MACCSFP49 numeric
@attribute MACCSFP62 numeric
@attribute MACCSFP80 numeric
@attribute MACCSFP84 numeric
@attribute MACCSFP125 numeric
@attribute Actividad {Act1,Act-1}

@data
8.8056,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2927,1.2215,0.8593,1,0,1.0147,1,8.1261,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,Act1
9.0451,1.2624,0,0,0,1.6873,0,2.7495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
8.7756,1.444,1.3459,0,0,10.5836,1,6.8529,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,Act-1
8.0556,1.4741,0.8933,0,0,12.0534,0,7.808,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act1
7.84,1.3295,1.1542,0,0,14.4184,0,11.3928,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act1
7.913,1.3473,0.9342,0,0,14.1778,0,9.6616,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act1
7.9133,1.3448,0.8724,0,0,10.5421,0,9.29,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act-1
8.1706,1.3412,0.9547,0,0,5.1305,0,3.5541,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.6074,1.2628,0.4778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.337,1.2631,1.0244,0,0,4.9769,0,3.7669,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.8433,1.2676,1.1484,0,0,8.0609,0,3.4973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.7167,1.0182,1.2082,0,0,0,0,2.8717,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.125,1.1375,1.0462,1,0,12.3456,0,14.6482,1,1,1,1,0,9,9,0,0,0,0,0,0,0,1,1,Act-1
8.2635,1.1219,1.0788,0,0,14.4168,1,17.9287,1,1,1,1,1,9,9,0,0,0,0,0,0,1,1,1,Act-1
8.2076,1.2064,1.0659,1,0,8.9394,0,16.228,1,1,1,1,1,8,8,0,0,0,0,0,0,0,1,1,Act-1
8.0494,1.0326,0.8915,0,0,0,0,13.204,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,Act-1
7.5476,1.0208,0.896,0,0,0,0,3.5961,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.6012,1.2755,0.5009,0,0,5.574,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.8889,1.4947,0.9531,0,0,14.3577,0,9.9115,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,Act-1
7.6875,1.3647,0.8539,0,0,19.274,0,7.0871,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.8987,1.2376,0.9926,0,0,13.9099,0,9.9655,0,1,0,1,0,4,4,0,0,0,0,0,0,1,0,1,Act1
8.2778,1.1172,0.2552,0,0,0,0,1.8899,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Act-1
8.1979,1.1276,0.8361,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Act-1
8.3333,1.0829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Act-1
7.7963,1.457,0.5945,0,0,15.4069,0,6.5728,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Act-1
7.4556,1.3784,0.5699,0,0,8.1456,0,6.5558,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Act-1
7.8261,1.3473,0.9885,0,0,14.6319,0,9.6616,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,Act-1
8.2704,1.2631,1.0323,0,0,5.0205,0,3.7669,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Act-1
8.5792,1.2197,0.5167,0,0,3.5155,1,4.5032,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Act-1
8.9069,1.0643,0.9293,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Act-1
7.5495,1.2769,0.8261,0,0,26.7471,0,11.9277,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act1
7.8673,1.1412,0.88,0,0,5.7228,0,11.3146,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,Act-1
7.4812,1.2855,0.8329,0,0,15.0914,0,12.7366,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,Act1
7.4268,1.2873,0.8259,0,0,17.7569,0,12.1996,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,Act1
9.2111,1.3282,0,0,0,2.5249,0,2.7495,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.4884,1.2755,1.0814,0,0,13.1196,0,13.2576,1,1,1,1,2,1,1,1,0,0,1,1,0,1,1,1,Act-1
8.8675,1.3117,0.0001,0,0,3.4826,2,3.3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.5,1.3039,0,0,0,6.1521,0,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.4259,1.3139,0,0,0,4.2171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
9.1061,1.2906,0,0,0,0.6823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.6852,1.169,0.8476,0,1,1.0514,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Act-1
8.598,1.1686,0.9882,0,0,1.1532,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,Act-1
8.1053,1.377,0.968,0,0,13.9067,1,7.3876,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
7.7222,1.0253,1.3182,0,0,0,0,4.5032,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.4333,1.0694,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8,1.3841,0.5994,0,0,14.3477,0,6.6723,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,Act1
8.3462,1.2664,0.8901,0,0,9.1214,0,3.3889,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Act-1
8.7902,1.2727,0.9657,0,0,5.2614,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Act-1
8.9722,1.1138,1.7107,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,Act-1
9.0303,1.0926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,Act-1
9.7333,1.0805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Act-1
8.3431,1.2208,1.033,0,0,9.1775,0,3.3889,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.3403,1.2223,1.1676,0,0,6.6809,0,2.8717,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.506,1.2755,0.8096,0,0,5.7025,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.9688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.6481,1.2221,1.2824,0,0,2.5723,0,1.8899,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
9.0317,1.0558,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Act-1
9.0909,1.0648,0.0001,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.3651,1,0.994,0,0,0,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.1212,1.0296,0.0482,1,0,0,2,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.0152,1.1936,0.9334,1,0,7.0505,2,9.5579,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2708,1,0.9594,0,0,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,Act-1
8.4242,1,1.0002,0,0,0,4,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,Act-1
8.3763,1,1.0306,0,0,0,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
7.4825,1.3909,0.5588,0,0,17.0968,0,6.4928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
7.6296,1.1932,1.0059,0,0,4.0457,0,7.5836,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,Act-1
7.6574,1.1932,0.9929,0,0,4.0006,0,7.5836,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.2632,1.377,0.9827,0,0,13.4832,0,7.3876,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
7.8462,1.3062,0.9677,0,0,5.7733,0,7.5825,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.4222,1.3784,0.5782,0,0,8.2836,0,6.5558,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,Act-1
7.4556,1.3784,0.5699,0,0,8.1456,0,6.5558,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Act1
7.5889,1.5554,0.6515,0,0,15.8907,0,6.5558,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Act-1
8.9083,1.3053,0.2886,0,0,1.6399,0,4.3037,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Act-1
7.9333,1.2085,0.3422,0,0,1.5781,0,3.7798,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,Act-1
7.6818,1.4494,0,0,0,11.6638,0,3.3889,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Act-1
7.8542,1.4845,1.0201,0,0,12.713,0,6.3233,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.5476,1.2592,0.8606,1,0,6.2266,0,2.8717,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.5,1.2983,0,0,0,6.0578,0,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.7424,1.2906,0,0,0,3.8871,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2598,1.3631,0.8201,0,0,10.1808,0,5,0,1,0,1,2,0,0,0,0,0,0,1,0,1,1,1,Act-1
8.2939,1.3425,0.9195,0,0,13.7335,0,7.2383,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
8.2886,1.3564,0.8358,0,0,8.6724,0,7.7336,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,Act-1
8.1716,1.3631,0.8825,0,0,12.464,0,6.6683,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,Act-1
8.0038,1.4598,0.8113,0,0,18.418,0,9.1683,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,Act1
8.2031,1.3311,0.8926,0,0,9.2041,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Act-1
8.6136,1.3056,0,0,0,5.7032,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.8939,1.2698,0,0,0,5.484,0,1.8899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.425,1.2308,0.7056,0,0,4.6003,1,6.5886,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,Act-1
8.2018,1.2231,0.7185,0,0,5.1667,1,6.5886,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,Act-1
8.4222,1.2377,0.9622,0,0,6.4783,1,2.8717,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.881,1.3154,0,0,0,7.0913,0,1.8899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Act-1
8.5392,1.1337,0.9134,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Act-1
8.9213,1.1293,0.9209,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Act-1
8.1667,1.1444,0.8899,0,0,0,0,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Act-1
8.7485,1.1546,0.8822,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,Act-1
8.3,1.1444,0.7717,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,Act-1
8.5172,1.3374,1.0697,1,0,3.5568,1,7.2396,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
7.881,1.3154,0,0,0,6.8241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
7.6795,1.6381,1.0331,0,0,17.4677,0,8.5359,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
7.9389,1.4601,1.1542,0,0,12.2262,1,7.3342,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
7.8684,1.4651,1.2432,0,0,14.5177,0,7.7667,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
7.9028,1.5555,1.2894,0,0,13.8891,0,7.9343,1,1,0,1,0,3,3,0,0,1,0,0,1,1,1,1,Act-1
9,1.2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,Act-1
8.0056,1.3255,0.3998,0,0,9.4429,0,5.0763,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Act-1
8.4902,1.2551,1.0125,0,0,6.0014,1,6.3233,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,Act-1
8.3548,1.3534,0.9544,2,0,8.3048,0,9.5628,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.4063,1.3738,1.0566,2,0,7.64,0,6.3233,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,Act-1
8.25,1.2385,1.1832,0,1,1.5094,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.5,1.1395,1.1002,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,Act-1
7.7917,1.3752,0.9661,0,0,19.1733,0,13.4213,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,Act-1
8.1462,1.3131,1.0247,0,1,1.5032,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
8.5,1.307,1.3102,0,1,1.2455,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
7.9035,1.5074,0.79,0,0,9.4726,0,2.8717,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
8.0764,1.3967,0.4681,0,0,4.9532,0,3.2616,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,Act1
7.6984,1.3466,0.8042,0,1,1.7834,0,3.9721,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
8.3611,1.2421,1.5882,0,1,1.3732,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.2604,1.2523,1.2588,0,1,1.4342,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.85,1.356,0.7107,0,0,3.8979,0,3.7798,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Act1
7.9848,1.2874,0,0,1,1.5285,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.598,1.1337,1.0055,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,Act-1
8.4271,1.1388,1.0107,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,Act-1
7.95,1.4131,0,0,1,2.9361,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.279,1.2881,0.8453,0,1,2.6727,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,Act-1
8.2544,1.3118,0.9814,0,1,2.6738,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,Act-1
8.0764,1.4001,0.8109,0,0,5.1341,0,3.7044,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,Act1
9.037,1.0821,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.2424,1.2536,0.0506,0,0,6.3355,1,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.45,1.0048,1.0336,0,0,0,4,1,1,1,1,1,0,2,2,0,0,0,0,0,0,1,1,0,Act-1
8.0347,1.0252,0,1,0,0,0,3.3889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.172,1,0.942,0,0,0,4,3,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,Act-1
8.4792,1.2927,0.0845,0,0,6.1613,2,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
9.6432,1.0532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Act-1
8.5069,1.0739,1.1171,0,0,0,4,6,1,1,1,1,0,9,9,0,1,0,0,0,1,1,1,0,Act-1
7.7708,1.2273,0,0,1,3.5118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Act-1
9.3125,1.0298,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.6667,1.0419,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
9.5258,1.0487,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Act-1
7.8874,1.3085,1.0683,0,0,43.3184,1,18.4044,1,1,1,1,0,5,5,0,0,0,0,0,1,0,1,1,Act1
8.1092,1.1445,1.0867,2,0,9.5701,2,11.1692,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act1
8.2083,1.1186,1.1105,0,0,17.3181,2,17.9258,1,1,1,1,2,10,10,0,0,0,0,0,0,1,1,1,Act-1
8.3078,1.1112,1.1379,0,0,13.8121,2,17.8108,1,1,1,1,2,13,13,0,0,0,0,0,0,1,1,1,Act-1
8.4074,1.0419,0.0508,1,0,0,2,2.7495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.4699,1.0298,1.1524,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,Act-1
8.1624,1.2532,0.8574,0,0,4.6101,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.9722,1.3654,0.9815,0,0,8.0829,2,5.4749,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,Act-1
7.7,1,1.0963,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,Act-1
7.6154,1,1.0807,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,0,Act-1
8.2833,1.2932,0,0,0,6.2356,0,1.8899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
7.7917,1.4379,0,0,0,9.4954,0,2.8717,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
7.6167,1.2629,0.4754,0,0,10.2696,0,3.3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.5728,1.3399,0.99,0,0,6.8476,0,7.5854,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,Act-1
8.0012,1.1723,1.0596,0,0,4.1207,1,8.8449,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Act-1
8.5251,1.3399,0.949,0,0,6.9904,0,7.5854,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Act-1
8.8056,1.3185,0.982,0,0,9.5731,0,8.0272,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,Act-1
9.3125,1.2517,0.4757,0,0,0.801,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.2799,1.3812,1.0009,0,0,11.8444,0,9.9625,0,1,1,1,3,0,0,0,0,1,0,0,0,1,1,1,Act1
8.8007,1.3281,0.4232,0,0,2.0113,0,1.8899,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,Act-1
8.725,1.246,1.0909,0,0,2.0081,0,5,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.2477,1.2312,0.8394,0,0,2.3098,0,7.2199,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,Act-1
8.338,1.336,0.8997,0,0,11.5524,0,8.5514,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,Act-1
8.3512,1.4027,0.3647,0,0,7.0295,0,2.8717,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,Act-1
7.9064,1.31,0.9985,0,0,12.9875,0,8.7443,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,Act-1
7.9074,1.3574,0.9991,0,0,22.2375,0,9.2937,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5794,1.2824,1.1321,0,0,9.6018,0,9.1683,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.7153,1.2591,1.1006,0,0,9.5072,0,9.8869,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.6533,1.4738,0.9303,0,0,13.6077,0,6.5767,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.7315,1.4356,1.1255,0,1,7.3393,0,8.3961,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.8264,1.4962,0.8943,1,0,2.0566,0,9.8464,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.9804,1.4,0.7584,1,0,11.4257,0,5.173,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.74,1.3373,0.885,0,0,17.2031,0,13.4922,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.6389,1.2694,1.1357,0,0,11.8772,0,10.5212,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.8651,1.3538,1.2063,0,0,5.3285,2,2.8717,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,Act-1
7.84,1.3295,1.1542,0,0,14.4184,0,11.3928,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,Act-1
7.6842,1.1974,1.1072,0,0,7.8903,0,6.4571,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6889,1.4376,0.8498,0,1,11.2977,0,10.2094,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.6667,1.1841,0.9105,0,0,7.7287,0,6.9386,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.451,1.424,0.7873,2,0,8.7431,0,8.9941,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.7632,1.2322,1.1184,0,0,7.3983,0,10.8586,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.6759,1.3373,0.9963,0,0,9.7106,0,6.5042,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
7.5606,1.1827,1.2159,0,0,8.0424,0,11.251,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8843,1.2179,1.1282,1,0,6.0965,0,8.5486,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
7.8235,1.2139,1.1165,0,0,6.7422,0,6.3998,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,Act-1
8.2604,1.2482,1.0815,0,1,1.4455,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,Act-1
8.046,1.2799,0.8352,0,0,8.7917,0,10.437,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
7.75,1.4711,0.9561,0,0,26.9035,0,11.0909,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,Act1
8.6528,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
9.1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.2333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.9333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.2193,1.2631,0.9653,0,0,6.7877,0,2.7495,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
8.7259,1.2595,1.3521,0,0,5.4112,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Act-1
9.0893,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
11.198,1.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
8.2124,1.2808,0.706,0,0,5.1593,0,3.7798,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Act-1
8.316,1.4014,0,0,0,7.8882,0,5.387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Act1
9.2545,1.3009,0,0,0,2.5194,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Act-1
8.5756,1.301,0,0,0,2.6628,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.3148,1.4643,1.0318,0,0,8.0205,0,7.4222,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act-1
8.2018,1.4466,1.0731,0,0,12.7943,0,5.7423,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Act1
9.1111,1.3499,0,0,0,4.5935,0,2.7495,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Act1
8.5741,1.3456,0,0,0,7.9338,0,2.8717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Act1
8.7549,1.2145,0.606,0,1,2.5653,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Act-1
8.8958,1.0684,0.3376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Act-1
9.5595,1.109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Act-1
9.1579,1.0946,0.0001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Act-1
9.1597,1.2762,0,0,0,2.8265,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
8.7583,1.2932,0,0,0,7.4222,0,2.8717,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Act-1
8.6026,1.3788,0.9891,0,0,7.5442,0,9.5289,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,Act-1
